trip_id,user_id,request_ts,completed_ts,pickup_city,dropoff_city,tariff,order_status,distance_km,duration_min,surge_multiplier,eta_minutes,gmv,platform_revenue,promo_discount,driver_bonus,processing_cost,insurance_cost,support_cost,refund_amount,variable_ops_cost,contribution_margin,rating,is_airport_trip,weather_bucket,payment_method
T0002680,U00250,2024-11-09T10:06:00,2024-11-09T10:39:00,Москва,Москва,Эконом,completed,10.93,33.8,1.13,6.4,393.3,86.53,22.31,9.05,6.0,4.0,0.0,0.0,10.0,45.16,5.0,False,Пиковый спрос,Карта
T0002681,U00251,2025-06-20T07:09:00,2025-06-20T08:11:00,Новосибирск,Санкт-Петербург,Эконом,completed,27.65,62.1,1.0,5.6,748.67,164.71,0.0,0.0,8.98,5.99,0.0,0.0,14.97,149.73,4.5,True,Ясно,Карта
T0002682,U00251,2025-06-30T12:14:00,,Новосибирск,Новосибирск,Эконом,cancelled_rider,0.0,0.0,1.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Дождь,Карта
T0002683,U00251,2025-07-05T06:51:00,2025-07-05T07:21:00,Новосибирск,Новосибирск,Эконом,completed,8.35,30.2,1.43,11.7,408.82,89.94,0.0,0.0,6.0,4.0,0.0,0.0,10.0,79.94,5.0,False,Дождь,Карта
T0002684,U00251,2025-07-24T07:47:00,2025-07-24T08:03:00,Новосибирск,Новосибирск,Эконом,completed,5.82,16.7,1.0,9.4,224.73,49.44,0.0,0.0,6.0,4.0,0.0,0.0,10.0,39.44,4.3,False,Ясно,Карта
T0002685,U00251,2025-08-18T11:02:00,2025-08-18T11:26:00,Новосибирск,Новосибирск,Эконом,completed,5.87,24.9,1.0,8.2,225.99,49.72,0.0,0.0,6.0,4.0,0.0,0.0,10.0,39.72,4.6,False,Ясно,Карта
T0002686,U00251,2025-09-13T15:58:00,2025-09-13T16:29:00,Новосибирск,Новосибирск,Эконом,completed,7.7,31.5,1.0,7.9,269.77,59.35,0.0,0.0,6.0,4.0,0.0,0.0,10.0,49.35,4.6,False,Снег,Карта
T0002687,U00251,2025-09-15T06:34:00,,Новосибирск,Новосибирск,Комфорт,cancelled_rider,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002688,U00251,2025-09-23T13:55:00,2025-09-23T14:24:00,Новосибирск,Новосибирск,Эконом,completed,9.15,29.4,1.0,5.0,304.67,67.03,0.0,0.0,6.0,4.0,0.0,0.0,10.0,57.03,5.0,False,Ясно,Карта
T0002689,U00251,2025-12-01T09:44:00,2025-12-01T10:13:00,Новосибирск,Санкт-Петербург,Эконом,completed,14.56,29.7,1.0,4.7,434.35,95.56,0.0,0.0,6.0,4.0,0.0,0.0,10.0,85.56,4.4,True,Ясно,Карта
T0002690,U00251,2025-12-03T10:54:00,2025-12-03T11:13:00,Новосибирск,Новосибирск,Эконом,completed,4.72,19.6,1.06,6.5,209.54,46.1,0.0,0.0,6.0,4.0,0.0,0.0,10.0,36.1,4.9,False,Дождь,Карта
T0002691,U00251,2025-12-05T15:57:00,,Новосибирск,Новосибирск,Эконом,cancelled_driver,0.0,0.0,1.33,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,Праздник,Карта
T0002692,U00251,2025-12-24T13:08:00,2025-12-24T13:29:00,Новосибирск,Новосибирск,Эконом,completed,5.47,21.6,1.0,4.1,216.38,47.6,0.0,0.0,6.0,4.0,0.0,0.0,10.0,37.6,4.7,False,Ясно,Карта
T0002693,U00251,2026-01-02T18:13:00,2026-01-02T18:17:00,Новосибирск,Новосибирск,Эконом,completed,1.3,4.1,1.0,3.1,116.14,25.55,0.0,0.0,6.0,4.0,0.0,0.0,10.0,15.55,5.0,False,Ясно,Карта
T0002694,U00251,2026-01-06T21:00:00,2026-01-06T21:37:00,Новосибирск,Новосибирск,Эконом,completed,8.59,37.1,1.34,9.3,391.31,86.09,0.0,19.89,6.0,4.0,0.0,0.0,10.0,56.19,4.8,False,Праздник,Карта
T0002695,U00251,2026-01-24T19:48:00,2026-01-24T20:20:00,Новосибирск,Новосибирск,Эконом,completed,9.92,32.0,1.51,7.8,489.45,107.68,63.58,0.0,6.0,4.0,0.0,168.0,10.0,-133.9,3.8,False,Праздник,Карта
T0002696,U00251,2026-01-27T16:55:00,,Новосибирск,Новосибирск,Эконом,cancelled_rider,0.0,0.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,Ясно,Карта
T0002697,U00251,2026-02-12T09:04:00,2026-02-12T09:25:00,Новосибирск,Новосибирск,Эконом,completed,6.86,21.8,1.0,5.9,249.66,54.92,0.0,0.0,6.0,4.0,0.0,0.0,10.0,44.92,4.8,False,Ясно,Карта
T0002698,U00251,2026-02-18T18:37:00,2026-02-18T19:05:00,Новосибирск,Новосибирск,Эконом,completed,6.98,29.0,1.22,7.3,308.0,67.76,0.0,0.0,6.0,4.0,0.0,0.0,10.0,57.76,4.6,False,Праздник,Карта
T0002699,U00251,2026-02-22T10:54:00,2026-02-22T11:07:00,Новосибирск,Новосибирск,Эконом,completed,3.43,13.3,1.28,7.6,214.48,47.19,12.15,0.0,6.0,4.0,0.0,0.0,10.0,25.04,4.4,False,Праздник,Карта
T0002700,U00251,2026-03-04T12:47:00,2026-03-04T14:13:00,Новосибирск,Москва,Эконом,completed,25.47,86.2,1.0,2.1,696.3,153.19,0.0,0.0,8.36,5.57,0.0,0.0,13.93,139.26,5.0,True,Ясно,Карта
T0002701,U00253,2025-09-13T20:55:00,2025-09-13T21:11:00,Москва,Москва,Комфорт,completed,4.11,16.0,1.0,7.9,257.54,61.81,15.45,0.0,6.0,4.0,0.0,0.0,10.0,36.36,5.0,False,Снег,Карта
T0002702,U00253,2025-09-23T15:41:00,2025-09-23T16:08:00,Москва,Москва,Комфорт,completed,9.74,27.4,1.0,5.1,431.89,103.65,25.91,0.0,6.0,4.0,0.0,0.0,10.0,67.74,4.4,True,Ясно,Карта
T0002703,U00253,2025-10-10T16:30:00,2025-10-10T16:41:00,Москва,Москва,Комфорт,completed,3.75,11.7,1.0,6.1,246.24,59.1,14.77,0.0,6.0,4.0,0.0,0.0,10.0,34.32,4.4,False,Ясно,Карта
T0002704,U00253,2025-10-13T07:46:00,2025-10-13T08:08:00,Москва,Москва,Эконом,completed,6.43,22.2,1.0,7.6,239.42,52.67,14.36,0.0,6.0,4.0,30.05,0.0,40.05,-1.74,4.6,False,Ясно,Карта
T0002705,U00253,2025-10-17T07:50:00,2025-10-17T08:17:00,Москва,Москва,Комфорт,completed,8.91,27.7,1.0,6.3,406.33,97.52,24.38,0.0,6.0,4.0,0.0,0.0,10.0,63.14,4.9,False,Ясно,Карта
T0002706,U00253,2025-10-27T11:18:00,,Москва,Москва,Комфорт,cancelled_driver,0.0,0.0,1.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Пиковый спрос,Карта
T0002707,U00253,2025-11-02T11:46:00,2025-11-02T12:19:00,Москва,Москва,Комфорт,completed,8.69,33.9,1.52,6.8,608.69,146.09,36.52,30.6,7.3,4.87,0.0,0.0,12.17,66.79,4.2,False,Праздник,Карта
T0002708,U00253,2025-11-03T17:39:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_rider,0.0,0.0,1.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,3.95,-3.95,,False,Ясно,Карта
T0002709,U00253,2025-11-05T19:50:00,2025-11-05T20:09:00,Москва,Москва,Комфорт,completed,5.05,19.1,1.0,8.5,286.41,68.74,17.18,0.0,6.0,4.0,0.0,0.0,10.0,41.55,4.9,False,Ясно,Карта
T0002710,U00253,2025-11-08T06:23:00,2025-11-08T07:04:00,Москва,Москва,Комфорт,completed,11.11,41.5,1.0,6.9,474.32,113.84,28.46,0.0,6.0,4.0,0.0,0.0,10.0,75.38,4.5,False,Ясно,Карта
T0002711,U00253,2025-11-14T18:38:00,2025-11-14T20:33:00,Москва,Екатеринбург,Эконом,completed,41.36,115.6,1.2,5.9,1289.9,283.78,77.39,0.0,15.48,10.32,27.01,0.0,52.81,153.58,4.3,True,Дождь,Карта
T0002712,U00253,2025-12-02T09:52:00,2025-12-02T10:10:00,Москва,Москва,Комфорт,completed,6.6,18.8,1.0,8.0,334.69,80.33,20.08,0.0,6.0,4.0,0.0,0.0,10.0,50.24,4.3,False,Ясно,Карта
T0002713,U00253,2025-12-06T12:03:00,2025-12-06T12:28:00,Москва,Москва,Комфорт,completed,6.87,25.4,1.0,7.3,343.12,82.35,20.59,0.0,6.0,4.0,0.0,0.0,10.0,51.76,4.6,False,Ясно,Карта
T0002714,U00253,2025-12-13T21:55:00,2025-12-13T22:55:00,Москва,Москва,Бизнес,completed,21.33,60.3,1.42,8.3,1737.76,486.57,179.78,77.39,20.85,13.9,0.0,0.0,34.76,194.64,4.4,False,Праздник,Карта
T0002715,U00253,2025-12-22T06:50:00,2025-12-22T07:15:00,Санкт-Петербург,Санкт-Петербург,Комфорт,completed,6.28,25.1,1.0,4.1,324.58,77.9,19.48,0.0,6.0,4.0,0.0,0.0,10.0,48.43,4.8,False,Снег,Карта
T0002716,U00253,2025-12-28T18:11:00,2025-12-28T19:27:00,Москва,Москва,Комфорт,completed,18.31,76.9,1.0,9.9,697.76,167.46,105.72,0.0,8.37,5.58,17.6,0.0,31.55,30.19,5.0,False,Ясно,Карта
T0002717,U00253,2026-01-01T07:27:00,2026-01-01T07:39:00,Москва,Москва,Эконом,completed,3.44,12.8,1.0,5.8,167.46,36.84,10.05,0.0,6.0,4.0,0.0,0.0,10.0,16.79,4.8,False,Ясно,Карта
T0002718,U00253,2026-01-13T06:10:00,2026-01-13T07:24:00,Москва,Москва,Комфорт,completed,17.1,74.4,1.0,9.7,660.16,158.44,151.48,0.0,7.92,5.28,0.0,0.0,13.2,-6.25,5.0,False,Ясно,Карта
T0002719,U00253,2026-01-25T19:02:00,2026-01-25T19:17:00,Москва,Москва,Комфорт,completed,3.64,15.9,1.11,9.2,268.69,64.49,16.12,0.0,6.0,4.0,42.8,0.0,52.8,-4.44,5.0,False,Дождь,Карта
T0002720,U00253,2026-01-26T14:29:00,2026-01-26T14:38:00,Москва,Москва,Комфорт,completed,2.86,9.6,1.0,6.4,218.7,52.49,13.12,0.0,6.0,4.0,0.0,0.0,10.0,29.37,4.5,False,Ясно,Карта
T0002721,U00253,2026-02-07T21:12:00,2026-02-07T21:43:00,Москва,Москва,Комфорт,completed,7.24,31.6,1.4,9.5,497.35,119.36,29.84,0.0,6.0,4.0,0.0,0.0,10.0,79.52,4.2,False,Дождь,Карта
T0002722,U00253,2026-02-09T08:41:00,2026-02-09T09:04:00,Москва,Москва,Эконом,completed,6.26,23.8,1.0,4.6,235.28,51.76,14.12,0.0,6.0,4.0,0.0,0.0,10.0,27.64,4.5,False,Ясно,Карта
T0002723,U00253,2026-02-17T16:46:00,2026-02-17T16:50:00,Москва,Москва,Эконом,completed,1.56,4.6,1.12,6.8,136.96,30.13,8.22,0.0,6.0,4.0,0.0,0.0,10.0,11.91,4.5,False,Пиковый спрос,Карта
T0002724,U00253,2026-02-21T15:35:00,,Москва,Москва,Эконом,cancelled_driver,0.0,0.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,5.51,-5.51,,False,Ясно,Карта
T0002725,U00253,2026-02-27T08:09:00,2026-02-27T08:17:00,Москва,Москва,Эконом,completed,2.2,8.4,1.34,9.5,184.63,40.62,11.08,0.0,6.0,4.0,0.0,0.0,10.0,19.54,4.8,False,Праздник,Карта
T0002726,U00253,2026-02-28T09:44:00,2026-02-28T10:13:00,Москва,Москва,Комфорт,completed,7.58,29.1,1.0,6.6,365.05,87.61,21.9,0.0,6.0,4.0,0.0,0.0,10.0,55.71,4.8,False,Ясно,Карта
T0002727,U00253,2026-03-02T20:40:00,2026-03-02T21:06:00,Москва,Москва,Комфорт,completed,7.21,26.1,1.0,4.5,353.44,84.83,21.21,0.0,6.0,4.0,0.0,0.0,10.0,53.62,5.0,False,Ясно,Карта
T0002728,U00253,2026-03-04T08:05:00,2026-03-04T08:57:00,Москва,Москва,Комфорт,completed,15.05,52.8,1.41,8.0,841.5,201.96,50.49,0.0,10.1,6.73,0.0,0.0,16.83,134.64,4.5,False,Дождь,Карта
T0002729,U00253,2026-03-06T14:38:00,,Москва,Москва,Комфорт,cancelled_rider,0.0,0.0,1.34,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Пиковый спрос,Карта
T0002730,U00253,2026-03-07T11:50:00,2026-03-07T12:17:00,Москва,Москва,Комфорт,completed,9.95,28.0,1.21,8.4,530.86,127.41,31.85,0.0,6.37,4.25,0.0,0.0,10.62,84.94,5.0,False,Пиковый спрос,Карта
T0002731,U00253,2026-03-14T07:57:00,2026-03-14T08:13:00,Москва,Москва,Комфорт,completed,4.99,16.0,1.0,8.2,284.76,68.34,17.09,0.0,6.0,4.0,0.0,14.59,10.0,26.67,4.4,False,Ясно,Карта
T0002732,U00253,2026-03-23T14:38:00,2026-03-23T14:55:00,Москва,Москва,Эконом,completed,4.49,17.3,1.23,4.2,236.53,52.04,14.19,7.27,6.0,4.0,0.0,0.0,10.0,20.58,4.9,False,Пиковый спрос,Карта
T0002733,U00254,2026-01-21T21:49:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_rider,0.0,0.0,1.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002734,U00254,2026-02-27T15:09:00,2026-02-27T15:31:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,7.65,22.2,1.0,5.7,268.5,59.07,0.0,0.0,6.0,4.0,0.0,0.0,10.0,49.07,4.8,False,Ясно,Карта
T0002735,U00254,2026-02-27T07:07:00,2026-02-27T07:29:00,Санкт-Петербург,Казань,Эконом,completed,10.98,22.7,1.0,6.5,348.62,76.7,0.0,0.0,6.0,4.0,31.06,0.0,41.06,35.64,4.4,True,Ясно,Карта
T0002736,U00254,2026-03-03T17:21:00,2026-03-03T17:36:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,4.79,15.4,1.14,9.7,227.87,50.13,0.0,0.0,6.0,4.0,0.0,0.0,10.0,40.13,4.4,False,Дождь,Карта
T0002737,U00254,2026-03-04T09:21:00,2026-03-04T09:43:00,Екатеринбург,Екатеринбург,Эконом,completed,6.69,22.0,1.0,6.4,245.58,54.03,0.0,0.0,6.0,4.0,0.0,0.0,10.0,44.03,4.5,False,Ясно,Карта
T0002738,U00254,2026-03-05T14:14:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_driver,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,2.96,-2.96,,False,Ясно,Карта
T0002739,U00254,2026-03-07T11:34:00,2026-03-07T11:45:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,2.62,11.2,1.26,4.9,186.12,40.95,0.0,0.0,6.0,4.0,0.0,0.0,10.0,30.95,4.7,False,Дождь,Карта
T0002740,U00254,2026-03-14T22:20:00,2026-03-14T22:54:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,10.18,34.9,1.0,11.5,329.35,72.46,0.0,0.0,6.0,4.0,0.0,143.26,10.0,-80.8,4.1,False,Ясно,Карта
T0002741,U00254,2026-03-19T20:50:00,2026-03-19T21:06:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,4.09,16.7,1.13,4.6,206.46,45.42,0.0,0.0,6.0,4.0,20.72,0.0,30.72,14.7,4.6,False,Дождь,Карта
T0002742,U00254,2026-03-24T22:15:00,2026-03-24T23:55:00,Санкт-Петербург,Санкт-Петербург,Комфорт,completed,32.75,100.8,1.0,5.9,1145.16,274.84,0.0,0.0,13.74,9.16,15.2,0.0,38.1,236.74,4.7,True,Ясно,Карта
T0002743,U00254,2026-03-29T11:50:00,2026-03-29T12:10:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,5.22,20.7,1.13,5.4,238.33,52.43,0.0,0.0,6.0,4.0,0.0,0.0,10.0,42.43,4.9,False,Пиковый спрос,Карта
T0002744,U00254,2026-03-31T09:02:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_rider,0.0,0.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002745,U00256,2025-06-16T12:10:00,2025-06-16T12:33:00,Москва,Москва,Эконом,completed,5.6,23.4,1.0,9.7,219.35,48.26,13.16,0.0,6.0,4.0,28.5,0.0,38.5,-3.4,4.7,False,Ясно,Карта
T0002746,U00256,2025-06-17T16:02:00,2025-06-17T16:40:00,Москва,Москва,Эконом,completed,10.29,38.0,1.0,8.2,331.97,73.03,40.0,0.0,6.0,4.0,0.0,0.0,10.0,23.03,4.7,False,Ясно,Карта
T0002747,U00256,2025-07-13T15:03:00,2025-07-13T15:18:00,Москва,Москва,Эконом,completed,5.15,15.3,1.0,4.2,208.72,45.92,12.52,0.0,6.0,4.0,42.1,0.0,52.1,-18.71,4.5,False,Ясно,Карта
T0002748,U00256,2025-07-22T16:30:00,2025-07-22T16:55:00,Москва,Москва,Эконом,completed,8.3,25.1,1.0,7.1,284.18,62.52,17.05,0.0,6.0,4.0,0.0,0.0,10.0,35.47,5.0,False,Ясно,Карта
T0002749,U00256,2025-07-23T17:49:00,,Москва,Москва,Эконом,cancelled_driver,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002750,U00256,2025-08-08T18:53:00,2025-08-08T19:14:00,Москва,Москва,Эконом,completed,7.41,21.6,1.11,9.0,290.59,63.93,17.44,0.0,6.0,4.0,0.0,0.0,10.0,36.49,5.0,False,Дождь,Карта
T0002751,U00256,2025-09-19T15:34:00,2025-09-19T15:45:00,Москва,Москва,Эконом,completed,3.15,11.2,1.36,5.0,219.17,48.22,13.15,12.94,6.0,4.0,0.0,0.0,10.0,12.13,5.0,False,Праздник,Карта
T0002752,U00256,2025-10-12T14:23:00,2025-10-12T14:46:00,Москва,Москва,Эконом,completed,8.01,23.6,1.06,3.6,294.33,64.75,17.66,0.0,6.0,4.0,0.0,0.0,10.0,37.09,5.0,False,Дождь,Карта
T0002753,U00256,2025-11-09T16:09:00,,Москва,Москва,Эконом,cancelled_rider,0.0,0.0,1.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,4.89,-4.89,,False,Ясно,Карта
T0002754,U00256,2025-11-22T20:09:00,2025-11-22T20:25:00,Москва,Москва,Эконом,completed,5.48,16.7,1.44,5.5,312.79,68.81,18.77,0.0,6.0,4.0,0.0,0.0,10.0,40.05,4.4,False,Дождь,Карта
T0002755,U00256,2025-11-26T17:30:00,2025-11-26T17:43:00,Москва,Москва,Эконом,completed,3.1,13.0,1.0,6.7,159.42,35.07,9.57,0.0,6.0,4.0,0.0,0.0,10.0,15.51,4.7,False,Ясно,Карта
T0002756,U00256,2025-11-29T17:19:00,2025-11-29T17:40:00,Москва,Москва,Эконом,completed,6.02,22.0,1.0,6.3,229.49,50.49,13.77,0.0,6.0,4.0,0.0,0.0,10.0,26.72,4.8,False,Снег,Карта
T0002757,U00256,2025-12-13T18:00:00,2025-12-13T18:25:00,Москва,Москва,Эконом,completed,8.89,25.6,1.15,3.3,341.86,75.21,78.28,0.0,6.0,4.0,0.0,0.0,10.0,-13.07,4.5,False,Дождь,Карта
T0002758,U00256,2025-12-14T16:06:00,2025-12-14T16:25:00,Москва,Москва,Эконом,completed,4.99,19.1,1.0,9.1,204.79,45.05,12.29,0.0,6.0,4.0,0.0,0.0,10.0,22.77,5.0,False,Ясно,Карта
T0002759,U00256,2025-12-19T22:56:00,2025-12-19T23:12:00,Москва,Москва,Эконом,completed,5.04,16.6,1.0,4.0,206.03,45.33,12.36,0.0,6.0,4.0,0.0,0.0,10.0,22.96,4.9,False,Ясно,Карта
T0002760,U00256,2025-12-25T09:24:00,2025-12-25T09:47:00,Москва,Москва,Эконом,completed,6.83,23.4,1.35,5.4,337.16,74.18,20.23,15.45,6.0,4.0,0.0,0.0,10.0,28.49,4.5,False,Пиковый спрос,Карта
T0002761,U00256,2026-01-10T21:31:00,,Москва,Москва,Эконом,cancelled_rider,0.0,0.0,1.28,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,3.59,-3.59,,False,Дождь,Карта
T0002762,U00256,2026-02-10T19:00:00,2026-02-10T19:19:00,Москва,Москва,Эконом,completed,6.86,19.9,1.0,8.3,249.65,54.92,14.98,0.0,6.0,4.0,0.0,0.0,10.0,29.94,4.4,False,Ясно,Карта
T0002763,U00256,2026-02-21T13:13:00,2026-02-21T13:42:00,Москва,Москва,Эконом,completed,8.81,29.7,1.0,6.4,296.5,65.23,17.79,0.0,6.0,4.0,0.0,0.0,10.0,37.44,5.0,False,Ясно,Карта
T0002764,U00256,2026-03-13T19:46:00,2026-03-13T21:10:00,Москва,Москва,Эконом,completed,39.2,84.8,1.0,3.0,1025.75,225.67,61.55,0.0,12.31,8.21,0.0,0.0,20.52,143.61,4.9,True,Ясно,Карта
T0002765,U00256,2026-03-25T08:15:00,2026-03-25T08:56:00,Москва,Москва,Комфорт,completed,13.25,41.5,1.0,4.1,540.63,129.75,32.44,0.0,6.49,4.33,0.0,42.17,10.81,44.33,4.6,False,Ясно,Карта
T0002766,U00257,2024-08-08T19:48:00,2024-08-08T20:42:00,Екатеринбург,Екатеринбург,Комфорт,completed,19.2,54.9,1.2,8.6,868.84,208.52,0.0,0.0,10.43,6.95,43.52,0.0,60.9,147.62,4.9,False,Пиковый спрос,Карта
T0002767,U00257,2024-09-18T06:56:00,2024-09-18T07:19:00,Екатеринбург,Екатеринбург,Комфорт,completed,5.89,24.0,1.55,6.5,483.69,116.08,0.0,0.0,6.0,4.0,0.0,0.0,10.0,106.08,4.7,False,Праздник,Карта
T0002768,U00257,2024-10-04T10:07:00,2024-10-04T11:24:00,Екатеринбург,Екатеринбург,Комфорт,completed,19.28,77.1,1.3,8.6,945.23,226.86,0.0,0.0,11.34,7.56,0.0,0.0,18.9,207.95,4.7,False,Дождь,Карта
T0002769,U00257,2024-10-08T11:10:00,2024-10-08T11:36:00,Екатеринбург,Екатеринбург,Комфорт,completed,6.46,26.4,1.19,6.3,393.69,94.48,0.0,8.52,6.0,4.0,0.0,0.0,10.0,75.96,4.5,False,Пиковый спрос,Карта
T0002770,U00257,2024-10-14T21:27:00,2024-10-14T21:51:00,Екатеринбург,Казань,Комфорт,completed,11.41,24.2,1.0,8.1,483.79,116.11,63.8,0.0,6.0,4.0,0.0,0.0,10.0,42.31,4.7,True,Ясно,Карта
T0002771,U00257,2024-12-29T21:17:00,2024-12-29T21:46:00,Екатеринбург,Екатеринбург,Комфорт,completed,8.86,29.4,1.0,8.5,404.69,97.12,64.75,0.0,6.0,4.0,0.0,0.0,10.0,22.37,4.5,False,Ясно,Карта
T0002772,U00257,2025-01-09T18:29:00,2025-01-09T19:20:00,Екатеринбург,Санкт-Петербург,Комфорт,completed,30.86,51.7,1.13,3.9,1228.63,294.87,0.0,0.0,14.74,9.83,37.98,0.0,62.55,232.32,5.0,True,Дождь,Карта
T0002773,U00257,2025-05-03T19:02:00,2025-05-03T19:07:00,Екатеринбург,Екатеринбург,Комфорт,completed,1.86,5.7,1.18,7.0,221.22,53.09,23.17,6.57,6.0,4.0,0.0,0.0,10.0,13.36,4.7,False,Пиковый спрос,Карта
T0002774,U00257,2025-06-20T14:01:00,2025-06-20T14:28:00,Екатеринбург,Екатеринбург,Эконом,completed,7.8,27.2,1.0,4.6,272.22,59.89,0.0,0.0,6.0,4.0,0.0,0.0,10.0,49.89,4.2,False,Ясно,Карта
T0002775,U00257,2025-06-28T10:27:00,2025-06-28T10:51:00,Екатеринбург,Екатеринбург,Комфорт,completed,6.3,24.7,1.0,4.3,325.37,78.09,0.0,0.0,6.0,4.0,0.0,0.0,10.0,68.09,4.9,False,Ясно,Карта
T0002776,U00257,2025-08-15T17:38:00,,Екатеринбург,Екатеринбург,Эконом,cancelled_driver,0.0,0.0,1.25,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Дождь,Карта
T0002777,U00257,2025-09-22T12:39:00,2025-09-22T13:18:00,Екатеринбург,Екатеринбург,Комфорт,completed,10.16,39.0,1.0,5.4,444.83,106.76,0.0,0.0,6.0,4.0,0.0,0.0,10.0,96.76,5.0,False,Ясно,Карта
T0002778,U00257,2025-10-21T20:38:00,2025-10-21T20:49:00,Екатеринбург,Екатеринбург,Комфорт,completed,3.31,12.0,1.0,2.3,232.63,55.83,0.0,0.0,6.0,4.0,0.0,0.0,10.0,45.83,5.0,False,Ясно,Карта
T0002779,U00257,2025-10-22T08:36:00,,Екатеринбург,Екатеринбург,Комфорт,cancelled_driver,0.0,0.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,3.29,-3.29,,False,Ясно,Карта
T0002780,U00257,2025-11-08T10:01:00,,Екатеринбург,Екатеринбург,Бизнес,cancelled_rider,0.0,0.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Пиковый спрос,Карта
T0002781,U00257,2025-11-21T22:47:00,2025-11-21T23:18:00,Екатеринбург,Казань,Комфорт,completed,11.75,31.7,1.06,8.5,523.48,125.64,0.0,0.0,6.28,4.19,0.0,0.0,10.47,115.17,4.9,True,Дождь,Карта
T0002782,U00257,2025-11-30T12:33:00,2025-11-30T12:59:00,Екатеринбург,Екатеринбург,Комфорт,completed,6.06,26.6,1.0,2.0,317.89,76.29,0.0,0.0,6.0,4.0,0.0,77.91,10.0,-11.61,4.1,False,Ясно,Карта
T0002783,U00257,2025-12-29T12:02:00,2025-12-29T12:42:00,Екатеринбург,Москва,Комфорт,completed,16.77,40.2,1.06,7.1,689.43,165.46,0.0,0.0,8.27,5.52,24.68,0.0,38.47,126.99,4.3,True,Дождь,Карта
T0002784,U00257,2026-02-23T12:12:00,2026-02-23T12:25:00,Екатеринбург,Екатеринбург,Комфорт,completed,3.66,13.4,1.43,5.2,347.78,83.47,0.0,0.0,6.0,4.0,0.0,0.0,10.0,73.47,4.8,False,Праздник,Карта
T0002785,U00257,2026-03-14T22:45:00,,Екатеринбург,Екатеринбург,Комфорт,cancelled_rider,0.0,0.0,1.43,7.8,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,4.81,-4.81,,False,Дождь,Карта
T0002786,U00257,2026-03-24T14:45:00,2026-03-24T15:13:00,Екатеринбург,Екатеринбург,Комфорт,completed,9.41,28.2,1.0,10.1,421.86,101.25,0.0,0.0,6.0,4.0,0.0,0.0,10.0,91.25,5.0,False,Ясно,Карта
T0002787,U00258,2025-11-10T18:35:00,,Москва,Москва,Комфорт,cancelled_rider,0.0,0.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002788,U00258,2025-11-21T09:02:00,,Москва,Москва,Комфорт,cancelled_driver,0.0,0.0,1.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0002789,U00258,2025-11-29T18:34:00,2025-11-29T19:05:00,Москва,Москва,Комфорт,completed,7.52,31.0,1.0,12.4,363.16,87.16,0.0,0.0,6.0,4.0,0.0,0.0,10.0,77.16,4.8,False,Ясно,Карта
