campaign_id,campaign_name,campaign_type,touch_channel,start_ts,end_ts,target_segment_demo,touch_count,conversions,conversion_rate_7d,budget_demo
REA_004,Reactivation / Email / REA_004,Reactivation,Email,2024-12-08,2026-03-04,Пользователи с риском оттока,13,0,0.0,214.72
REA_005,Reactivation / Email / REA_005,Reactivation,Email,2024-10-25,2025-12-06,Пользователи с риском оттока,9,0,0.0,100.76
REA_005,Reactivation / In-App / REA_005,Reactivation,In-App,2024-12-14,2026-03-15,Пользователи с риском оттока,5,0,0.0,81.76
REA_005,Reactivation / Push / REA_005,Reactivation,Push,2024-09-22,2026-03-16,Пользователи с риском оттока,18,1,0.0556,335.83
REA_005,Reactivation / Retargeting / REA_005,Reactivation,Retargeting,2024-12-24,2026-02-28,Пользователи с риском оттока,4,2,0.5,54.89
REA_005,Reactivation / SMS / REA_005,Reactivation,SMS,2024-09-06,2026-03-21,Пользователи с риском оттока,6,1,0.1667,66.94
REA_006,Reactivation / Email / REA_006,Reactivation,Email,2025-08-17,2026-03-22,Пользователи с риском оттока,7,0,0.0,109.53
REA_006,Reactivation / In-App / REA_006,Reactivation,In-App,2024-09-10,2025-12-10,Пользователи с риском оттока,13,0,0.0,216.31
REA_006,Reactivation / Push / REA_006,Reactivation,Push,2024-05-19,2026-03-24,Пользователи с риском оттока,19,1,0.0526,298.81
REA_006,Reactivation / Retargeting / REA_006,Reactivation,Retargeting,2025-02-13,2026-01-13,Пользователи с риском оттока,3,0,0.0,54.64
REA_006,Reactivation / SMS / REA_006,Reactivation,SMS,2024-10-11,2026-01-04,Пользователи с риском оттока,8,0,0.0,111.28
REA_007,Reactivation / Retargeting / REA_007,Reactivation,Retargeting,2025-06-01,2026-03-07,Пользователи с риском оттока,4,0,0.0,69.9
REA_007,Reactivation / Push / REA_007,Reactivation,Push,2024-05-30,2026-03-20,Пользователи с риском оттока,16,1,0.0625,336.64
REA_007,Reactivation / SMS / REA_007,Reactivation,SMS,2025-05-15,2026-03-19,Пользователи с риском оттока,2,0,0.0,18.35
REA_007,Reactivation / Email / REA_007,Reactivation,Email,2024-08-08,2026-03-24,Пользователи с риском оттока,9,0,0.0,165.8
REA_007,Reactivation / In-App / REA_007,Reactivation,In-App,2024-10-06,2026-03-28,Пользователи с риском оттока,10,0,0.0,225.04
REA_008,Reactivation / Email / REA_008,Reactivation,Email,2025-01-18,2026-03-17,Пользователи с риском оттока,11,0,0.0,233.96
REA_008,Reactivation / In-App / REA_008,Reactivation,In-App,2025-01-15,2026-03-11,Пользователи с риском оттока,8,1,0.125,128.17
REA_008,Reactivation / Push / REA_008,Reactivation,Push,2024-08-14,2026-03-15,Пользователи с риском оттока,18,2,0.1111,344.26
REA_008,Reactivation / Retargeting / REA_008,Reactivation,Retargeting,2025-01-17,2026-01-24,Пользователи с риском оттока,5,0,0.0,119.44
REA_008,Reactivation / SMS / REA_008,Reactivation,SMS,2025-01-16,2025-11-01,Пользователи с риском оттока,3,0,0.0,49.07
REA_009,Reactivation / SMS / REA_009,Reactivation,SMS,2024-08-25,2026-03-08,Пользователи с риском оттока,5,0,0.0,96.8
REA_009,Reactivation / Retargeting / REA_009,Reactivation,Retargeting,2024-10-06,2026-02-17,Пользователи с риском оттока,7,0,0.0,100.11
REA_009,Reactivation / Push / REA_009,Reactivation,Push,2024-05-11,2026-03-26,Пользователи с риском оттока,22,0,0.0,363.08
REA_009,Reactivation / Email / REA_009,Reactivation,Email,2024-12-01,2026-03-29,Пользователи с риском оттока,11,0,0.0,161.6
REA_009,Reactivation / In-App / REA_009,Reactivation,In-App,2024-11-05,2026-03-16,Пользователи с риском оттока,10,0,0.0,133.22
REA_010,Reactivation / Email / REA_010,Reactivation,Email,2024-03-25,2026-03-17,Пользователи с риском оттока,11,1,0.0909,215.02
REA_010,Reactivation / In-App / REA_010,Reactivation,In-App,2024-11-06,2026-02-27,Пользователи с риском оттока,12,0,0.0,225.27
REA_010,Reactivation / Push / REA_010,Reactivation,Push,2024-09-04,2026-03-11,Пользователи с риском оттока,19,1,0.0526,317.05
REA_010,Reactivation / Retargeting / REA_010,Reactivation,Retargeting,2025-02-26,2026-02-13,Пользователи с риском оттока,8,0,0.0,137.23
REA_010,Reactivation / SMS / REA_010,Reactivation,SMS,2024-11-29,2026-03-27,Пользователи с риском оттока,8,0,0.0,148.06
REA_011,Reactivation / SMS / REA_011,Reactivation,SMS,2024-09-03,2026-03-24,Пользователи с риском оттока,5,0,0.0,91.72
REA_011,Reactivation / Retargeting / REA_011,Reactivation,Retargeting,2025-02-24,2026-03-25,Пользователи с риском оттока,9,0,0.0,162.08
REA_011,Reactivation / In-App / REA_011,Reactivation,In-App,2024-08-17,2026-03-27,Пользователи с риском оттока,9,1,0.1111,100.83
REA_011,Reactivation / Email / REA_011,Reactivation,Email,2024-09-09,2026-03-23,Пользователи с риском оттока,13,0,0.0,197.02
REA_011,Reactivation / Push / REA_011,Reactivation,Push,2024-06-02,2026-03-26,Пользователи с риском оттока,28,2,0.0714,425.31
REA_012,Reactivation / Email / REA_012,Reactivation,Email,2024-07-26,2026-03-16,Пользователи с риском оттока,8,0,0.0,118.9
REA_012,Reactivation / In-App / REA_012,Reactivation,In-App,2024-10-10,2026-03-26,Пользователи с риском оттока,13,1,0.0769,222.36
REA_012,Reactivation / Push / REA_012,Reactivation,Push,2024-04-17,2026-03-30,Пользователи с риском оттока,15,0,0.0,243.13
REA_012,Reactivation / Retargeting / REA_012,Reactivation,Retargeting,2024-09-30,2026-03-18,Пользователи с риском оттока,8,0,0.0,144.9
REA_012,Reactivation / SMS / REA_012,Reactivation,SMS,2025-07-11,2026-02-07,Пользователи с риском оттока,3,0,0.0,57.35
REA_013,Reactivation / Email / REA_013,Reactivation,Email,2024-11-06,2026-03-13,Пользователи с риском оттока,5,0,0.0,85.6
REA_013,Reactivation / In-App / REA_013,Reactivation,In-App,2024-10-07,2026-01-24,Пользователи с риском оттока,7,0,0.0,107.37
REA_013,Reactivation / Push / REA_013,Reactivation,Push,2024-06-24,2026-03-30,Пользователи с риском оттока,18,1,0.0556,241.44
REA_013,Reactivation / Retargeting / REA_013,Reactivation,Retargeting,2024-09-06,2025-12-02,Пользователи с риском оттока,7,0,0.0,99.86
REA_013,Reactivation / SMS / REA_013,Reactivation,SMS,2024-10-27,2025-11-08,Пользователи с риском оттока,4,0,0.0,62.64
REA_014,Reactivation / SMS / REA_014,Reactivation,SMS,2024-11-14,2026-03-21,Пользователи с риском оттока,5,0,0.0,85.02
REA_014,Reactivation / Retargeting / REA_014,Reactivation,Retargeting,2024-01-30,2026-01-26,Пользователи с риском оттока,5,0,0.0,75.92
REA_014,Reactivation / Push / REA_014,Reactivation,Push,2024-10-23,2026-03-30,Пользователи с риском оттока,25,1,0.04,370.01
REA_014,Reactivation / In-App / REA_014,Reactivation,In-App,2024-06-14,2026-03-31,Пользователи с риском оттока,12,0,0.0,179.01
REA_014,Reactivation / Email / REA_014,Reactivation,Email,2024-04-26,2026-03-29,Пользователи с риском оттока,15,1,0.0667,232.1
REA_015,Reactivation / Email / REA_015,Reactivation,Email,2024-03-16,2026-03-27,Пользователи с риском оттока,10,0,0.0,167.95
REA_015,Reactivation / In-App / REA_015,Reactivation,In-App,2025-05-27,2026-03-12,Пользователи с риском оттока,8,1,0.125,118.8
REA_015,Reactivation / Push / REA_015,Reactivation,Push,2024-03-24,2026-03-28,Пользователи с риском оттока,18,2,0.1111,300.56
REA_015,Reactivation / Retargeting / REA_015,Reactivation,Retargeting,2024-08-08,2026-02-11,Пользователи с риском оттока,5,1,0.2,99.39
REA_015,Reactivation / SMS / REA_015,Reactivation,SMS,2025-07-31,2026-02-27,Пользователи с риском оттока,3,0,0.0,39.89
REA_016,Reactivation / Email / REA_016,Reactivation,Email,2024-04-19,2026-02-20,Пользователи с риском оттока,13,0,0.0,214.6
REA_016,Reactivation / In-App / REA_016,Reactivation,In-App,2025-03-06,2026-03-26,Пользователи с риском оттока,5,0,0.0,89.68
REA_016,Reactivation / Push / REA_016,Reactivation,Push,2024-07-25,2026-03-14,Пользователи с риском оттока,24,0,0.0,420.01
REA_016,Reactivation / Retargeting / REA_016,Reactivation,Retargeting,2024-06-26,2026-03-24,Пользователи с риском оттока,6,1,0.1667,84.37
REA_016,Reactivation / SMS / REA_016,Reactivation,SMS,2024-03-14,2026-03-22,Пользователи с риском оттока,5,0,0.0,46.36
REA_017,Reactivation / Retargeting / REA_017,Reactivation,Retargeting,2024-11-05,2026-03-29,Пользователи с риском оттока,6,0,0.0,79.18
REA_017,Reactivation / Push / REA_017,Reactivation,Push,2024-05-01,2026-03-27,Пользователи с риском оттока,24,0,0.0,461.35
REA_017,Reactivation / SMS / REA_017,Reactivation,SMS,2024-02-16,2026-03-25,Пользователи с риском оттока,7,1,0.1429,93.43
REA_017,Reactivation / Email / REA_017,Reactivation,Email,2025-04-01,2026-03-30,Пользователи с риском оттока,6,0,0.0,107.05
REA_017,Reactivation / In-App / REA_017,Reactivation,In-App,2025-08-02,2026-03-28,Пользователи с риском оттока,3,0,0.0,69.93
REA_018,Reactivation / Push / REA_018,Reactivation,Push,2024-11-04,2026-03-27,Пользователи с риском оттока,17,0,0.0,351.78
REA_018,Reactivation / Retargeting / REA_018,Reactivation,Retargeting,2025-10-11,2026-02-14,Пользователи с риском оттока,5,0,0.0,81.45
REA_018,Reactivation / Email / REA_018,Reactivation,Email,2024-11-20,2026-03-19,Пользователи с риском оттока,11,1,0.0909,161.15
REA_018,Reactivation / In-App / REA_018,Reactivation,In-App,2025-04-25,2026-02-26,Пользователи с риском оттока,3,0,0.0,42.12
REA_018,Reactivation / SMS / REA_018,Reactivation,SMS,2025-03-20,2026-03-20,Пользователи с риском оттока,6,0,0.0,67.35
REA_019,Reactivation / SMS / REA_019,Reactivation,SMS,2024-08-09,2026-03-15,Пользователи с риском оттока,8,1,0.125,96.61
REA_019,Reactivation / Push / REA_019,Reactivation,Push,2024-07-08,2026-03-21,Пользователи с риском оттока,15,1,0.0667,229.95
REA_019,Reactivation / Retargeting / REA_019,Reactivation,Retargeting,2025-09-22,2025-09-22,Пользователи с риском оттока,1,0,0.0,6.62
REA_019,Reactivation / In-App / REA_019,Reactivation,In-App,2024-11-17,2026-03-19,Пользователи с риском оттока,14,2,0.1429,274.75
REA_019,Reactivation / Email / REA_019,Reactivation,Email,2024-10-09,2026-03-11,Пользователи с риском оттока,9,0,0.0,154.14
REA_020,Reactivation / Email / REA_020,Reactivation,Email,2024-07-22,2026-03-06,Пользователи с риском оттока,8,0,0.0,148.04
REA_020,Reactivation / In-App / REA_020,Reactivation,In-App,2024-11-13,2026-03-30,Пользователи с риском оттока,8,0,0.0,143.46
REA_020,Reactivation / Push / REA_020,Reactivation,Push,2024-03-06,2026-03-31,Пользователи с риском оттока,25,1,0.04,399.38
REA_020,Reactivation / Retargeting / REA_020,Reactivation,Retargeting,2025-03-23,2026-03-19,Пользователи с риском оттока,11,1,0.0909,133.66
REA_020,Reactivation / SMS / REA_020,Reactivation,SMS,2025-02-03,2026-03-26,Пользователи с риском оттока,5,0,0.0,83.04
REA_021,Reactivation / Email / REA_021,Reactivation,Email,2025-05-25,2026-03-23,Пользователи с риском оттока,6,0,0.0,135.16
REA_021,Reactivation / In-App / REA_021,Reactivation,In-App,2024-11-06,2026-03-23,Пользователи с риском оттока,7,1,0.1429,76.63
REA_021,Reactivation / Push / REA_021,Reactivation,Push,2024-05-25,2026-03-08,Пользователи с риском оттока,17,0,0.0,254.6
REA_021,Reactivation / Retargeting / REA_021,Reactivation,Retargeting,2024-10-06,2026-03-22,Пользователи с риском оттока,5,0,0.0,73.26
REA_021,Reactivation / SMS / REA_021,Reactivation,SMS,2025-07-12,2026-01-11,Пользователи с риском оттока,3,0,0.0,49.55
REA_022,Reactivation / Retargeting / REA_022,Reactivation,Retargeting,2025-06-22,2026-03-31,Пользователи с риском оттока,10,0,0.0,148.65
REA_022,Reactivation / Push / REA_022,Reactivation,Push,2025-01-02,2026-03-31,Пользователи с риском оттока,23,0,0.0,380.7
REA_022,Reactivation / SMS / REA_022,Reactivation,SMS,2024-04-17,2026-03-21,Пользователи с риском оттока,11,0,0.0,181.67
REA_022,Reactivation / Email / REA_022,Reactivation,Email,2024-03-29,2026-03-24,Пользователи с риском оттока,17,2,0.1176,278.04
REA_022,Reactivation / In-App / REA_022,Reactivation,In-App,2024-06-14,2026-03-28,Пользователи с риском оттока,10,0,0.0,164.44
REA_023,Reactivation / Email / REA_023,Reactivation,Email,2024-09-22,2026-03-02,Пользователи с риском оттока,10,1,0.1,194.58
REA_023,Reactivation / In-App / REA_023,Reactivation,In-App,2025-02-07,2026-03-18,Пользователи с риском оттока,7,0,0.0,127.9
REA_023,Reactivation / Push / REA_023,Reactivation,Push,2024-10-05,2026-03-25,Пользователи с риском оттока,18,1,0.0556,347.47
REA_023,Reactivation / Retargeting / REA_023,Reactivation,Retargeting,2024-07-21,2026-03-27,Пользователи с риском оттока,9,0,0.0,167.54
REA_023,Reactivation / SMS / REA_023,Reactivation,SMS,2025-07-16,2026-03-27,Пользователи с риском оттока,2,0,0.0,31.7
REA_024,Reactivation / SMS / REA_024,Reactivation,SMS,2024-10-28,2026-03-30,Пользователи с риском оттока,10,1,0.1,159.11
REA_024,Reactivation / Retargeting / REA_024,Reactivation,Retargeting,2025-06-21,2026-03-31,Пользователи с риском оттока,8,0,0.0,167.81
REA_024,Reactivation / Push / REA_024,Reactivation,Push,2025-03-30,2026-03-28,Пользователи с риском оттока,14,0,0.0,295.33
REA_024,Reactivation / Email / REA_024,Reactivation,Email,2025-03-21,2026-03-07,Пользователи с риском оттока,8,0,0.0,84.31
REA_024,Reactivation / In-App / REA_024,Reactivation,In-App,2024-10-09,2026-02-27,Пользователи с риском оттока,12,1,0.0833,199.87
REA_025,Reactivation / Email / REA_025,Reactivation,Email,2025-07-22,2026-03-11,Пользователи с риском оттока,7,0,0.0,91.62
REA_025,Reactivation / In-App / REA_025,Reactivation,In-App,2024-11-23,2026-03-28,Пользователи с риском оттока,7,1,0.1429,111.82
REA_025,Reactivation / Push / REA_025,Reactivation,Push,2024-11-17,2026-03-27,Пользователи с риском оттока,17,0,0.0,275.5
REA_025,Reactivation / Retargeting / REA_025,Reactivation,Retargeting,2025-02-24,2026-01-04,Пользователи с риском оттока,5,0,0.0,68.86
REA_025,Reactivation / SMS / REA_025,Reactivation,SMS,2024-06-09,2026-03-11,Пользователи с риском оттока,6,0,0.0,98.1
REA_026,Reactivation / Retargeting / REA_026,Reactivation,Retargeting,2024-05-24,2026-03-19,Пользователи с риском оттока,5,1,0.2,87.76
REA_026,Reactivation / Push / REA_026,Reactivation,Push,2024-11-03,2026-03-24,Пользователи с риском оттока,17,2,0.1176,272.98
REA_026,Reactivation / SMS / REA_026,Reactivation,SMS,2024-10-09,2026-03-26,Пользователи с риском оттока,7,0,0.0,92.17
REA_026,Reactivation / Email / REA_026,Reactivation,Email,2025-01-18,2026-03-29,Пользователи с риском оттока,8,0,0.0,114.36
REA_026,Reactivation / In-App / REA_026,Reactivation,In-App,2025-05-14,2026-03-09,Пользователи с риском оттока,7,0,0.0,111.36
REA_027,Reactivation / Email / REA_027,Reactivation,Email,2025-07-16,2026-01-14,Пользователи с риском оттока,6,0,0.0,77.15
REA_027,Reactivation / In-App / REA_027,Reactivation,In-App,2024-12-23,2026-03-14,Пользователи с риском оттока,6,0,0.0,100.1
REA_027,Reactivation / Push / REA_027,Reactivation,Push,2024-11-21,2026-03-23,Пользователи с риском оттока,17,0,0.0,295.36
REA_027,Reactivation / Retargeting / REA_027,Reactivation,Retargeting,2025-03-28,2025-12-30,Пользователи с риском оттока,7,1,0.1429,135.87
REA_027,Reactivation / SMS / REA_027,Reactivation,SMS,2025-03-24,2026-03-31,Пользователи с риском оттока,4,0,0.0,91.0
REA_028,Reactivation / SMS / REA_028,Reactivation,SMS,2024-09-23,2026-03-22,Пользователи с риском оттока,5,0,0.0,78.33
REA_028,Reactivation / Retargeting / REA_028,Reactivation,Retargeting,2025-02-01,2026-03-27,Пользователи с риском оттока,11,1,0.0909,155.46
REA_028,Reactivation / Email / REA_028,Reactivation,Email,2024-11-26,2026-03-23,Пользователи с риском оттока,11,0,0.0,158.55
REA_028,Reactivation / In-App / REA_028,Reactivation,In-App,2024-10-19,2026-03-24,Пользователи с риском оттока,9,0,0.0,118.65
REA_028,Reactivation / Push / REA_028,Reactivation,Push,2024-04-27,2026-03-24,Пользователи с риском оттока,14,1,0.0714,194.48
REA_029,Reactivation / Email / REA_029,Reactivation,Email,2025-04-04,2026-03-31,Пользователи с риском оттока,6,0,0.0,100.57
REA_029,Reactivation / In-App / REA_029,Reactivation,In-App,2024-12-09,2026-03-18,Пользователи с риском оттока,11,0,0.0,206.54
REA_029,Reactivation / Push / REA_029,Reactivation,Push,2024-09-18,2026-03-22,Пользователи с риском оттока,21,1,0.0476,323.78
REA_029,Reactivation / Retargeting / REA_029,Reactivation,Retargeting,2024-08-25,2026-03-26,Пользователи с риском оттока,5,0,0.0,91.4
REA_029,Reactivation / SMS / REA_029,Reactivation,SMS,2024-08-02,2026-03-08,Пользователи с риском оттока,8,0,0.0,118.83
REA_030,Reactivation / Retargeting / REA_030,Reactivation,Retargeting,2024-07-21,2026-02-28,Пользователи с риском оттока,10,1,0.1,151.05
REA_030,Reactivation / SMS / REA_030,Reactivation,SMS,2024-04-16,2026-03-31,Пользователи с риском оттока,6,0,0.0,88.31
REA_030,Reactivation / Push / REA_030,Reactivation,Push,2025-01-16,2026-03-27,Пользователи с риском оттока,11,0,0.0,172.86
REA_030,Reactivation / Email / REA_030,Reactivation,Email,2025-06-21,2026-03-31,Пользователи с риском оттока,12,0,0.0,219.94
REA_030,Reactivation / In-App / REA_030,Reactivation,In-App,2024-09-18,2026-02-14,Пользователи с риском оттока,12,0,0.0,193.13
REA_031,Reactivation / Email / REA_031,Reactivation,Email,2024-11-24,2026-03-21,Пользователи с риском оттока,8,0,0.0,151.02
REA_031,Reactivation / In-App / REA_031,Reactivation,In-App,2024-12-03,2026-03-11,Пользователи с риском оттока,11,1,0.0909,168.65
REA_031,Reactivation / Push / REA_031,Reactivation,Push,2024-09-13,2026-03-26,Пользователи с риском оттока,19,2,0.1053,311.72
REA_031,Reactivation / Retargeting / REA_031,Reactivation,Retargeting,2024-03-16,2025-12-31,Пользователи с риском оттока,3,0,0.0,38.18
REA_031,Reactivation / SMS / REA_031,Reactivation,SMS,2024-08-14,2026-01-15,Пользователи с риском оттока,5,0,0.0,101.67
REA_032,Reactivation / SMS / REA_032,Reactivation,SMS,2024-09-06,2026-03-12,Пользователи с риском оттока,8,1,0.125,120.32
REA_032,Reactivation / Retargeting / REA_032,Reactivation,Retargeting,2024-07-22,2026-02-08,Пользователи с риском оттока,11,1,0.0909,174.11
REA_032,Reactivation / Push / REA_032,Reactivation,Push,2024-03-07,2026-03-20,Пользователи с риском оттока,18,1,0.0556,232.25
REA_032,Reactivation / Email / REA_032,Reactivation,Email,2024-11-13,2026-02-27,Пользователи с риском оттока,11,0,0.0,206.5
REA_032,Reactivation / In-App / REA_032,Reactivation,In-App,2024-07-31,2026-03-26,Пользователи с риском оттока,12,1,0.0833,201.86
REA_033,Reactivation / Email / REA_033,Reactivation,Email,2024-11-24,2026-03-02,Пользователи с риском оттока,9,1,0.1111,127.18
REA_033,Reactivation / In-App / REA_033,Reactivation,In-App,2024-11-02,2026-02-28,Пользователи с риском оттока,11,1,0.0909,210.12
REA_033,Reactivation / Push / REA_033,Reactivation,Push,2024-10-11,2026-03-29,Пользователи с риском оттока,18,0,0.0,264.7
REA_033,Reactivation / Retargeting / REA_033,Reactivation,Retargeting,2024-07-26,2026-03-22,Пользователи с риском оттока,7,0,0.0,148.49
REA_033,Reactivation / SMS / REA_033,Reactivation,SMS,2025-01-01,2026-03-11,Пользователи с риском оттока,6,0,0.0,91.11
REA_034,Reactivation / SMS / REA_034,Reactivation,SMS,2024-08-28,2025-10-23,Пользователи с риском оттока,6,0,0.0,79.47
REA_034,Reactivation / Retargeting / REA_034,Reactivation,Retargeting,2025-08-25,2026-03-27,Пользователи с риском оттока,4,0,0.0,54.39
REA_034,Reactivation / Email / REA_034,Reactivation,Email,2024-09-25,2026-03-08,Пользователи с риском оттока,15,2,0.1333,260.13
REA_034,Reactivation / In-App / REA_034,Reactivation,In-App,2024-06-17,2026-03-29,Пользователи с риском оттока,9,0,0.0,134.77
REA_034,Reactivation / Push / REA_034,Reactivation,Push,2024-07-06,2026-03-22,Пользователи с риском оттока,24,1,0.0417,314.03
REA_035,Reactivation / Email / REA_035,Reactivation,Email,2024-10-22,2026-02-04,Пользователи с риском оттока,10,1,0.1,170.86
REA_035,Reactivation / In-App / REA_035,Reactivation,In-App,2025-07-27,2026-03-09,Пользователи с риском оттока,6,0,0.0,74.77
REA_035,Reactivation / Push / REA_035,Reactivation,Push,2024-07-24,2026-03-28,Пользователи с риском оттока,20,0,0.0,360.72
REA_035,Reactivation / Retargeting / REA_035,Reactivation,Retargeting,2024-11-12,2026-03-14,Пользователи с риском оттока,6,0,0.0,116.49
REA_035,Reactivation / SMS / REA_035,Reactivation,SMS,2025-07-02,2026-02-11,Пользователи с риском оттока,9,0,0.0,112.84
REA_036,Reactivation / Email / REA_036,Reactivation,Email,2025-03-11,2026-03-28,Пользователи с риском оттока,10,0,0.0,113.9
REA_036,Reactivation / In-App / REA_036,Reactivation,In-App,2024-06-23,2026-03-03,Пользователи с риском оттока,11,0,0.0,137.21
REA_036,Reactivation / Push / REA_036,Reactivation,Push,2024-07-18,2026-03-17,Пользователи с риском оттока,24,0,0.0,381.06
REA_036,Reactivation / Retargeting / REA_036,Reactivation,Retargeting,2024-12-04,2026-03-30,Пользователи с риском оттока,9,1,0.1111,143.77
REA_036,Reactivation / SMS / REA_036,Reactivation,SMS,2024-08-21,2025-10-10,Пользователи с риском оттока,4,0,0.0,44.08
REA_037,Reactivation / Retargeting / REA_037,Reactivation,Retargeting,2024-04-25,2026-03-27,Пользователи с риском оттока,12,1,0.0833,213.96
REA_037,Reactivation / Push / REA_037,Reactivation,Push,2024-11-11,2026-03-29,Пользователи с риском оттока,18,0,0.0,311.37
REA_037,Reactivation / SMS / REA_037,Reactivation,SMS,2025-05-29,2026-03-09,Пользователи с риском оттока,6,0,0.0,104.95
REA_037,Reactivation / Email / REA_037,Reactivation,Email,2024-09-23,2026-03-11,Пользователи с риском оттока,9,0,0.0,132.21
REA_037,Reactivation / In-App / REA_037,Reactivation,In-App,2024-10-04,2026-03-23,Пользователи с риском оттока,10,0,0.0,113.45
REA_038,Reactivation / SMS / REA_038,Reactivation,SMS,2025-06-25,2026-03-17,Пользователи с риском оттока,8,0,0.0,97.2
REA_038,Reactivation / Retargeting / REA_038,Reactivation,Retargeting,2025-04-16,2026-03-29,Пользователи с риском оттока,8,0,0.0,131.57
REA_038,Reactivation / Email / REA_038,Reactivation,Email,2024-05-26,2026-03-27,Пользователи с риском оттока,12,0,0.0,206.55
REA_038,Reactivation / In-App / REA_038,Reactivation,In-App,2025-04-20,2026-03-10,Пользователи с риском оттока,11,1,0.0909,162.31
REA_038,Reactivation / Push / REA_038,Reactivation,Push,2024-07-25,2026-03-29,Пользователи с риском оттока,18,0,0.0,344.22
REA_039,Reactivation / Email / REA_039,Reactivation,Email,2024-08-08,2026-03-12,Пользователи с риском оттока,11,1,0.0909,167.34
REA_039,Reactivation / In-App / REA_039,Reactivation,In-App,2025-02-16,2026-03-24,Пользователи с риском оттока,10,1,0.1,170.38
REA_039,Reactivation / Retargeting / REA_039,Reactivation,Retargeting,2025-11-12,2026-03-20,Пользователи с риском оттока,2,0,0.0,43.29
REA_039,Reactivation / SMS / REA_039,Reactivation,SMS,2024-07-12,2026-03-28,Пользователи с риском оттока,11,0,0.0,150.15
REA_039,Reactivation / Push / REA_039,Reactivation,Push,2024-06-21,2026-03-21,Пользователи с риском оттока,23,0,0.0,380.31
RET_001,Retention / Email / RET_001,Retention,Email,2025-01-31,2026-03-30,Пользователи с риском оттока,15,1,0.0667,275.94
RET_001,Retention / In-App / RET_001,Retention,In-App,2024-03-23,2026-02-03,Пользователи с риском оттока,8,0,0.0,140.42
RET_001,Retention / Push / RET_001,Retention,Push,2024-06-01,2026-03-25,Пользователи с риском оттока,24,0,0.0,351.79
RET_001,Retention / Retargeting / RET_001,Retention,Retargeting,2025-03-13,2026-02-10,Пользователи с риском оттока,10,0,0.0,121.29
RET_001,Retention / SMS / RET_001,Retention,SMS,2024-06-14,2026-03-05,Пользователи с риском оттока,8,0,0.0,181.23
RET_002,Retention / SMS / RET_002,Retention,SMS,2025-02-21,2026-02-04,Пользователи с риском оттока,5,0,0.0,65.03
RET_002,Retention / Retargeting / RET_002,Retention,Retargeting,2025-04-21,2026-03-30,Пользователи с риском оттока,8,0,0.0,94.39
RET_002,Retention / Push / RET_002,Retention,Push,2024-05-21,2026-03-30,Пользователи с риском оттока,15,0,0.0,266.92
RET_002,Retention / Email / RET_002,Retention,Email,2024-11-07,2026-03-13,Пользователи с риском оттока,15,0,0.0,279.87
RET_002,Retention / In-App / RET_002,Retention,In-App,2024-12-05,2026-02-01,Пользователи с риском оттока,11,0,0.0,100.42
RET_003,Retention / Email / RET_003,Retention,Email,2024-11-25,2026-03-10,Пользователи с риском оттока,15,0,0.0,281.82
RET_003,Retention / In-App / RET_003,Retention,In-App,2024-04-10,2026-02-16,Пользователи с риском оттока,15,0,0.0,273.63
RET_003,Retention / Push / RET_003,Retention,Push,2025-01-17,2026-03-22,Пользователи с риском оттока,21,1,0.0476,334.25
RET_003,Retention / Retargeting / RET_003,Retention,Retargeting,2024-05-06,2026-03-31,Пользователи с риском оттока,13,0,0.0,260.98
RET_003,Retention / SMS / RET_003,Retention,SMS,2024-06-12,2026-03-31,Пользователи с риском оттока,11,0,0.0,164.66
RET_004,Retention / SMS / RET_004,Retention,SMS,2025-07-29,2026-03-22,Пользователи с риском оттока,6,0,0.0,117.72
RET_004,Retention / Retargeting / RET_004,Retention,Retargeting,2025-07-16,2026-02-18,Пользователи с риском оттока,5,0,0.0,47.4
RET_004,Retention / Push / RET_004,Retention,Push,2024-09-23,2026-03-31,Пользователи с риском оттока,34,1,0.0294,457.1
RET_004,Retention / Email / RET_004,Retention,Email,2025-10-07,2025-11-10,Пользователи с риском оттока,3,0,0.0,29.27
RET_004,Retention / In-App / RET_004,Retention,In-App,2024-07-29,2026-03-24,Пользователи с риском оттока,14,0,0.0,200.81
RET_005,Retention / Email / RET_005,Retention,Email,2025-04-24,2026-03-24,Пользователи с риском оттока,8,1,0.125,104.89
RET_005,Retention / In-App / RET_005,Retention,In-App,2025-03-02,2026-03-22,Пользователи с риском оттока,14,1,0.0714,240.93
RET_005,Retention / Push / RET_005,Retention,Push,2024-04-23,2026-03-22,Пользователи с риском оттока,21,0,0.0,348.24
RET_005,Retention / Retargeting / RET_005,Retention,Retargeting,2024-10-09,2026-03-20,Пользователи с риском оттока,10,0,0.0,164.94
RET_005,Retention / SMS / RET_005,Retention,SMS,2025-08-31,2026-03-07,Пользователи с риском оттока,7,0,0.0,141.17
RET_006,Retention / SMS / RET_006,Retention,SMS,2025-03-31,2026-02-14,Пользователи с риском оттока,8,0,0.0,125.35
RET_006,Retention / Retargeting / RET_006,Retention,Retargeting,2024-09-28,2026-03-14,Пользователи с риском оттока,7,0,0.0,137.03
RET_006,Retention / Email / RET_006,Retention,Email,2025-06-30,2026-01-14,Пользователи с риском оттока,5,0,0.0,94.26
RET_006,Retention / In-App / RET_006,Retention,In-App,2024-09-04,2026-03-23,Пользователи с риском оттока,12,0,0.0,224.59
RET_006,Retention / Push / RET_006,Retention,Push,2024-12-20,2026-03-19,Пользователи с риском оттока,24,0,0.0,370.68
