touch_id,user_id,touch_ts,touch_channel,campaign_id,campaign_type,offer_type,opened_flag,clicked_flag,converted_within_7d_flag,converted_trip_id,treatment_group_demo,touch_cost
M0003303,U00559,2025-12-10T00:00:00,In-App,WEL_004,Welcome,Без оффера,True,False,False,,treatment_a,3.24
M0003304,U00559,2026-01-31T00:00:00,Push,SER_031,Service,20% скидка,True,False,False,,treatment_a,28.17
M0003305,U00559,2026-01-08T00:00:00,Push,RET_026,Retention,15% скидка,True,False,False,,treatment_a,2.35
M0003306,U00559,2026-02-01T00:00:00,In-App,SUB_034,Subscription,5% скидка,False,False,False,,treatment_b,29.44
M0003307,U00559,2026-02-09T00:00:00,In-App,WEL_026,Welcome,10% скидка,False,False,False,,control,14.86
M0003308,U00560,2026-03-16T00:00:00,Email,RET_030,Retention,20% скидка,False,False,False,,control,8.98
M0003309,U00560,2026-03-07T00:00:00,Email,DIS_033,Discount,5% скидка,False,False,False,,treatment_a,18.14
M0003310,U00560,2026-03-22T00:00:00,Email,SUB_034,Subscription,10% скидка,False,False,False,,treatment_b,2.52
M0003311,U00560,2026-03-18T00:00:00,Retargeting,WEL_027,Welcome,Без оффера,False,False,False,,treatment_a,6.39
M0003312,U00560,2026-03-26T00:00:00,Push,DIS_022,Discount,15% скидка,True,True,False,,treatment_b,2.44
M0003313,U00560,2026-02-28T00:00:00,Push,DIS_027,Discount,10% скидка,True,False,False,,treatment_a,21.67
M0003314,U00560,2026-03-09T00:00:00,In-App,REA_035,Reactivation,5% скидка,False,False,False,,treatment_b,21.4
M0003315,U00561,2026-02-17T00:00:00,Retargeting,DIS_030,Discount,5% скидка,True,False,False,,treatment_a,30.07
M0003316,U00561,2026-03-13T00:00:00,Push,DIS_023,Discount,15% скидка,False,False,False,,treatment_a,3.49
M0003317,U00561,2025-11-11T00:00:00,In-App,REA_026,Reactivation,Без оффера,False,False,False,,treatment_a,23.02
M0003318,U00561,2026-01-25T00:00:00,Push,DIS_001,Discount,Без оффера,False,False,False,,treatment_b,1.92
M0003319,U00561,2026-01-11T00:00:00,Email,RET_024,Retention,15% скидка,False,False,False,,treatment_a,12.17
M0003320,U00561,2025-11-02T00:00:00,Push,REA_039,Reactivation,Без оффера,True,False,False,,treatment_a,12.2
M0003321,U00562,2025-04-21T00:00:00,Retargeting,RET_002,Retention,Без оффера,False,False,False,,treatment_b,11.19
M0003322,U00562,2026-01-20T00:00:00,Push,REA_012,Reactivation,Без оффера,True,False,False,,treatment_b,4.27
M0003323,U00562,2025-08-26T00:00:00,SMS,RET_004,Retention,Без оффера,False,False,False,,treatment_a,18.89
M0003324,U00562,2025-03-09T00:00:00,In-App,WEL_025,Welcome,10% скидка,True,False,False,,treatment_a,14.74
M0003325,U00562,2026-03-18T00:00:00,Push,REA_022,Reactivation,15% скидка,False,False,False,,treatment_b,18.24
M0003326,U00563,2026-02-09T00:00:00,Retargeting,WEL_031,Welcome,15% скидка,False,False,False,,control,0.91
M0003327,U00563,2026-02-13T00:00:00,Retargeting,DIS_001,Discount,Пробный Ride Pass,False,False,False,,treatment_a,15.0
M0003328,U00563,2026-02-25T00:00:00,Email,DIS_036,Discount,10% скидка,False,False,False,,treatment_b,13.9
M0003329,U00563,2026-02-16T00:00:00,In-App,RET_023,Retention,Без оффера,False,False,False,,treatment_a,26.01
M0003330,U00563,2026-02-11T00:00:00,In-App,REA_035,Reactivation,10% скидка,True,False,False,,treatment_a,28.06
M0003331,U00563,2026-03-11T00:00:00,SMS,SUB_005,Subscription,Без оффера,False,False,False,,treatment_a,15.46
M0003332,U00563,2026-03-05T00:00:00,Email,DIS_031,Discount,20% скидка,False,False,False,,treatment_a,10.35
M0003333,U00563,2026-03-22T00:00:00,SMS,DIS_035,Discount,10% скидка,True,False,False,,treatment_a,10.7
M0003334,U00563,2026-03-02T00:00:00,Retargeting,SUB_033,Subscription,10% скидка,False,False,False,,treatment_a,19.11
M0003335,U00563,2026-02-08T00:00:00,Push,RET_033,Retention,15% скидка,True,False,False,,control,20.9
M0003336,U00563,2026-02-22T00:00:00,Push,SUB_014,Subscription,15% скидка,True,True,False,,treatment_a,13.26
M0003337,U00563,2026-03-16T00:00:00,In-App,DIS_038,Discount,15% скидка,False,False,False,,treatment_a,24.78
M0003338,U00564,2024-12-24T00:00:00,In-App,SUB_039,Subscription,10% скидка,False,False,False,,treatment_b,31.77
M0003339,U00564,2024-08-19T00:00:00,Email,WEL_012,Welcome,20% скидка,False,False,False,,treatment_a,7.16
M0003340,U00564,2024-10-09T00:00:00,Email,REA_019,Reactivation,Без оффера,False,False,False,,control,24.62
M0003341,U00565,2025-03-28T00:00:00,Email,REA_019,Reactivation,Без оффера,False,False,False,,control,27.69
M0003342,U00565,2025-03-11T00:00:00,Email,DIS_030,Discount,20% скидка,False,False,False,,treatment_b,25.73
M0003343,U00565,2024-08-25T00:00:00,In-App,DIS_020,Discount,Без оффера,False,False,False,,treatment_b,14.66
M0003344,U00565,2025-02-01T00:00:00,Push,WEL_024,Welcome,Пробный Ride Pass,False,False,False,,treatment_a,26.86
M0003345,U00565,2025-01-21T00:00:00,Push,SER_035,Service,15% скидка,False,False,False,,treatment_a,15.48
M0003346,U00565,2025-02-17T00:00:00,Push,RET_026,Retention,Без оффера,False,False,False,,treatment_b,20.41
M0003347,U00565,2025-05-25T00:00:00,In-App,WEL_005,Welcome,20% скидка,False,False,False,,treatment_a,20.29
M0003348,U00565,2026-02-01T00:00:00,Retargeting,WEL_013,Welcome,5% скидка,False,False,False,,treatment_a,7.47
M0003349,U00565,2024-11-24T00:00:00,Retargeting,WEL_010,Welcome,Без оффера,False,False,False,,treatment_b,26.72
M0003350,U00565,2024-10-22T00:00:00,Email,DIS_039,Discount,5% скидка,True,True,False,,control,25.8
M0003351,U00566,2025-06-26T00:00:00,Email,RET_026,Retention,5% скидка,False,False,False,,control,24.84
M0003352,U00566,2026-03-22T00:00:00,SMS,RET_025,Retention,Без оффера,False,False,False,,treatment_b,10.79
M0003353,U00567,2025-12-27T00:00:00,Email,REA_022,Reactivation,Без оффера,True,False,True,T0006170,treatment_a,29.98
M0003354,U00567,2025-04-27T00:00:00,Push,REA_022,Reactivation,5% скидка,False,False,False,,treatment_a,24.95
M0003355,U00567,2025-07-10T00:00:00,Push,WEL_011,Welcome,Пробный Ride Pass,True,True,False,,treatment_a,21.19
M0003356,U00567,2025-10-04T00:00:00,Retargeting,RET_002,Retention,10% скидка,False,False,False,,treatment_a,31.5
M0003357,U00567,2025-07-09T00:00:00,Push,RET_015,Retention,5% скидка,False,False,False,,control,4.27
M0003358,U00567,2025-11-29T00:00:00,Push,WEL_030,Welcome,Без оффера,True,True,False,,treatment_a,21.48
M0003359,U00567,2025-10-28T00:00:00,In-App,RET_039,Retention,20% скидка,True,False,False,,treatment_b,1.14
M0003360,U00568,2024-08-02T00:00:00,Push,REA_038,Reactivation,5% скидка,False,False,False,,treatment_b,25.34
M0003361,U00568,2024-09-14T00:00:00,Email,DIS_024,Discount,20% скидка,True,False,False,,treatment_b,28.51
M0003362,U00568,2024-09-24T00:00:00,Retargeting,RET_029,Retention,10% скидка,False,False,False,,treatment_b,11.48
M0003363,U00568,2024-11-25T00:00:00,Push,RET_028,Retention,15% скидка,False,False,False,,treatment_a,9.25
M0003364,U00568,2024-12-13T00:00:00,Email,DIS_016,Discount,15% скидка,True,False,False,,treatment_a,23.67
M0003365,U00568,2025-07-16T00:00:00,Push,REA_024,Reactivation,10% скидка,True,True,False,,treatment_b,28.81
M0003366,U00569,2025-07-28T00:00:00,Push,DIS_028,Discount,Пробный Ride Pass,True,False,False,,treatment_a,4.16
M0003367,U00569,2025-09-07T00:00:00,Push,SUB_017,Subscription,15% скидка,False,False,False,,treatment_a,7.34
M0003368,U00569,2025-06-19T00:00:00,Push,DIS_039,Discount,5% скидка,False,False,False,,control,15.92
M0003369,U00569,2025-11-11T00:00:00,Push,WEL_018,Welcome,10% скидка,True,False,False,,treatment_a,9.21
M0003370,U00570,2025-11-27T00:00:00,Retargeting,SUB_019,Subscription,5% скидка,True,True,False,,treatment_a,7.6
M0003371,U00570,2025-07-15T00:00:00,In-App,RET_015,Retention,10% скидка,False,False,False,,treatment_b,19.03
M0003372,U00570,2026-03-09T00:00:00,Push,REA_038,Reactivation,5% скидка,False,False,False,,control,1.64
M0003373,U00570,2025-09-18T00:00:00,SMS,REA_026,Reactivation,15% скидка,False,False,False,,treatment_b,6.29
M0003374,U00571,2025-12-04T00:00:00,Push,SUB_012,Subscription,20% скидка,False,False,False,,treatment_a,31.74
M0003375,U00571,2026-01-29T00:00:00,In-App,RET_024,Retention,20% скидка,False,False,False,,treatment_b,14.13
M0003376,U00571,2025-11-06T00:00:00,Email,REA_004,Reactivation,5% скидка,True,False,False,,treatment_a,31.29
M0003377,U00571,2025-06-05T00:00:00,Retargeting,SUB_027,Subscription,15% скидка,False,False,False,,treatment_b,27.93
M0003378,U00571,2025-10-28T00:00:00,Email,SUB_003,Subscription,Без оффера,False,False,False,,control,12.08
M0003379,U00571,2025-11-26T00:00:00,Retargeting,REA_011,Reactivation,15% скидка,False,False,False,,treatment_a,22.48
M0003380,U00572,2025-08-14T00:00:00,Email,RET_003,Retention,10% скидка,True,False,False,,treatment_b,9.19
M0003381,U00572,2025-08-03T00:00:00,Push,RET_028,Retention,Без оффера,False,False,False,,treatment_b,13.9
M0003382,U00573,2025-05-22T00:00:00,Push,DIS_007,Discount,Без оффера,True,False,False,,treatment_a,17.91
M0003383,U00573,2026-01-31T00:00:00,Push,WEL_009,Welcome,15% скидка,False,False,False,,treatment_a,11.32
M0003384,U00573,2025-10-27T00:00:00,Email,SUB_021,Subscription,10% скидка,False,False,False,,treatment_b,31.58
M0003385,U00573,2025-08-21T00:00:00,Push,SER_008,Service,Без оффера,True,False,False,,treatment_a,2.07
M0003386,U00573,2024-12-22T00:00:00,Push,SER_006,Service,Без оффера,True,True,False,,treatment_b,25.24
M0003387,U00574,2024-11-08T00:00:00,Email,SER_002,Service,15% скидка,False,False,False,,treatment_a,19.0
M0003388,U00574,2026-03-14T00:00:00,In-App,REA_027,Reactivation,5% скидка,False,False,False,,treatment_a,11.33
M0003389,U00574,2026-02-01T00:00:00,In-App,DIS_034,Discount,20% скидка,True,False,False,,control,8.78
M0003390,U00575,2024-07-19T00:00:00,In-App,SER_016,Service,Без оффера,True,False,False,,control,29.38
M0003391,U00575,2025-03-01T00:00:00,SMS,REA_014,Reactivation,5% скидка,False,False,False,,treatment_a,16.22
M0003392,U00575,2025-01-03T00:00:00,Email,DIS_016,Discount,Без оффера,True,False,False,,treatment_b,23.63
M0003393,U00575,2026-02-14T00:00:00,In-App,WEL_004,Welcome,5% скидка,False,False,True,T0006283,treatment_a,30.37
M0003394,U00575,2024-06-13T00:00:00,SMS,DIS_014,Discount,Без оффера,False,False,False,,treatment_b,9.5
M0003395,U00576,2026-01-11T00:00:00,Email,RET_009,Retention,5% скидка,False,False,False,,treatment_a,4.1
M0003396,U00576,2026-03-31T00:00:00,In-App,DIS_018,Discount,5% скидка,False,False,False,,treatment_a,26.2
M0003397,U00576,2025-12-27T00:00:00,In-App,SUB_033,Subscription,15% скидка,True,False,True,T0006291,control,3.48
M0003398,U00576,2026-02-09T00:00:00,Retargeting,WEL_008,Welcome,Пробный Ride Pass,True,False,False,,treatment_a,28.78
M0003399,U00576,2026-03-24T00:00:00,Push,REA_026,Reactivation,Пробный Ride Pass,True,False,True,T0006302,treatment_a,30.32
M0003400,U00577,2025-01-06T00:00:00,Push,DIS_002,Discount,5% скидка,False,False,False,,treatment_b,5.03
M0003401,U00577,2025-12-02T00:00:00,Retargeting,RET_021,Retention,5% скидка,False,False,False,,treatment_a,5.9
M0003402,U00577,2025-05-15T00:00:00,SMS,RET_039,Retention,10% скидка,False,False,False,,treatment_a,4.39
M0003403,U00577,2025-04-26T00:00:00,Push,WEL_037,Welcome,10% скидка,True,False,False,,control,31.83
M0003404,U00577,2025-10-07T00:00:00,SMS,WEL_024,Welcome,Без оффера,False,False,False,,treatment_a,28.03
M0003405,U00577,2026-03-22T00:00:00,Email,SUB_008,Subscription,Без оффера,False,False,False,,control,11.08
M0003406,U00577,2026-03-15T00:00:00,SMS,DIS_026,Discount,Без оффера,False,False,False,,treatment_a,9.82
M0003407,U00577,2025-10-18T00:00:00,Push,REA_004,Reactivation,20% скидка,True,True,False,,treatment_b,19.87
M0003408,U00578,2025-04-15T00:00:00,Email,RET_030,Retention,10% скидка,False,False,False,,treatment_a,27.94
M0003409,U00578,2026-01-13T00:00:00,Email,REA_018,Reactivation,Без оффера,False,False,False,,treatment_a,2.86
M0003410,U00578,2026-02-23T00:00:00,Email,DIS_022,Discount,Без оффера,False,False,True,T0006311,treatment_a,17.67
M0003411,U00578,2025-01-08T00:00:00,In-App,DIS_001,Discount,5% скидка,False,False,False,,control,26.61
M0003412,U00578,2026-02-17T00:00:00,Push,SER_008,Service,20% скидка,False,False,False,,treatment_a,27.53
M0003413,U00579,2025-01-02T00:00:00,Email,DIS_015,Discount,5% скидка,False,False,True,T0006322,treatment_a,11.64
M0003414,U00579,2024-09-28T00:00:00,SMS,DIS_014,Discount,10% скидка,False,False,True,T0006316,treatment_b,3.18
M0003415,U00579,2026-01-08T00:00:00,Retargeting,SER_037,Service,5% скидка,True,False,False,,control,8.64
M0003416,U00579,2025-07-29T00:00:00,Retargeting,DIS_007,Discount,20% скидка,False,False,False,,treatment_a,8.15
M0003417,U00579,2025-06-11T00:00:00,SMS,DIS_004,Discount,15% скидка,True,False,True,T0006325,treatment_a,20.86
M0003418,U00579,2024-09-02T00:00:00,Email,SUB_019,Subscription,20% скидка,False,False,False,,control,15.27
M0003419,U00580,2025-11-10T00:00:00,SMS,SUB_022,Subscription,Пробный Ride Pass,True,False,False,,treatment_b,24.53
M0003420,U00580,2025-06-12T00:00:00,Push,WEL_023,Welcome,10% скидка,True,False,False,,treatment_b,15.57
M0003421,U00580,2025-03-23T00:00:00,Retargeting,RET_019,Retention,20% скидка,False,False,False,,treatment_a,31.95
M0003422,U00581,2026-01-19T00:00:00,Retargeting,RET_028,Retention,Пробный Ride Pass,False,False,False,,control,21.02
M0003423,U00581,2026-03-25T00:00:00,Push,DIS_031,Discount,Пробный Ride Pass,False,False,False,,control,13.53
M0003424,U00581,2025-12-23T00:00:00,Retargeting,WEL_016,Welcome,5% скидка,True,True,False,,treatment_a,20.76
M0003425,U00581,2026-01-14T00:00:00,Push,REA_032,Reactivation,15% скидка,False,False,False,,treatment_a,2.48
M0003426,U00581,2026-03-18T00:00:00,Email,RET_035,Retention,20% скидка,False,False,False,,control,13.19
M0003427,U00582,2026-01-07T00:00:00,Push,REA_021,Reactivation,20% скидка,True,False,False,,treatment_a,24.66
M0003428,U00582,2026-01-24T00:00:00,In-App,DIS_004,Discount,10% скидка,False,False,False,,treatment_a,8.6
M0003429,U00582,2025-06-17T00:00:00,Retargeting,REA_025,Reactivation,5% скидка,False,False,False,,treatment_a,20.14
M0003430,U00582,2025-12-01T00:00:00,Push,WEL_016,Welcome,5% скидка,False,False,False,,treatment_a,27.3
M0003431,U00582,2025-07-19T00:00:00,Push,DIS_008,Discount,5% скидка,False,False,True,T0006380,treatment_a,29.11
M0003432,U00582,2026-01-30T00:00:00,SMS,DIS_030,Discount,10% скидка,True,True,False,,treatment_a,12.43
M0003433,U00582,2025-11-02T00:00:00,Push,DIS_023,Discount,15% скидка,False,False,False,,treatment_a,25.14
M0003434,U00582,2025-04-07T00:00:00,Retargeting,DIS_014,Discount,Без оффера,True,False,False,,treatment_a,21.42
M0003435,U00582,2026-03-30T00:00:00,Retargeting,RET_010,Retention,15% скидка,False,False,False,,treatment_a,11.95
M0003436,U00583,2025-05-03T00:00:00,Push,WEL_025,Welcome,15% скидка,True,False,False,,treatment_a,1.61
M0003437,U00583,2024-10-13T00:00:00,Email,SUB_030,Subscription,10% скидка,False,False,False,,treatment_a,16.89
M0003438,U00583,2024-12-28T00:00:00,In-App,REA_003,Reactivation,20% скидка,True,False,False,,treatment_a,31.8
M0003439,U00583,2024-09-08T00:00:00,Push,DIS_013,Discount,Без оффера,False,False,False,,treatment_b,11.13
M0003440,U00583,2024-09-27T00:00:00,Retargeting,DIS_008,Discount,15% скидка,False,False,False,,control,21.24
M0003441,U00583,2025-07-27T00:00:00,SMS,SUB_007,Subscription,10% скидка,False,False,False,,control,18.34
M0003442,U00583,2026-03-14T00:00:00,Push,RET_029,Retention,10% скидка,True,False,False,,treatment_a,17.17
M0003443,U00583,2025-09-18T00:00:00,Email,DIS_012,Discount,5% скидка,True,True,False,,treatment_a,13.04
M0003444,U00583,2024-07-03T00:00:00,In-App,DIS_013,Discount,Без оффера,False,False,False,,treatment_b,3.21
M0003445,U00584,2025-10-18T00:00:00,Email,RET_028,Retention,Без оффера,True,False,False,,treatment_b,6.06
M0003446,U00584,2026-02-10T00:00:00,Push,SER_036,Service,Без оффера,True,True,False,,treatment_b,25.49
M0003447,U00584,2025-08-28T00:00:00,In-App,REA_024,Reactivation,10% скидка,False,False,False,,treatment_a,17.49
M0003448,U00584,2025-12-04T00:00:00,Email,SER_010,Service,Без оффера,True,True,False,,treatment_a,15.08
M0003449,U00584,2025-02-08T00:00:00,Push,SER_039,Service,Без оффера,True,False,False,,treatment_b,9.48
M0003450,U00584,2025-08-12T00:00:00,Email,RET_029,Retention,5% скидка,False,False,False,,control,28.6
M0003451,U00584,2025-09-19T00:00:00,In-App,DIS_001,Discount,20% скидка,True,True,False,,treatment_a,22.86
M0003452,U00584,2025-10-27T00:00:00,Email,DIS_034,Discount,Без оффера,False,False,False,,treatment_a,22.41
M0003453,U00584,2025-07-08T00:00:00,Retargeting,REA_012,Reactivation,15% скидка,False,False,False,,control,29.45
M0003454,U00584,2025-09-30T00:00:00,In-App,DIS_036,Discount,5% скидка,True,True,False,,treatment_a,16.38
M0003455,U00584,2025-05-02T00:00:00,Push,REA_024,Reactivation,20% скидка,True,False,False,,treatment_a,4.36
M0003456,U00585,2025-06-05T00:00:00,Email,DIS_010,Discount,5% скидка,False,False,False,,treatment_b,20.08
M0003457,U00585,2025-08-27T00:00:00,Email,REA_014,Reactivation,15% скидка,True,False,False,,treatment_a,7.74
M0003458,U00585,2025-02-04T00:00:00,Push,DIS_004,Discount,15% скидка,False,False,False,,control,17.55
M0003459,U00585,2024-12-02T00:00:00,Email,WEL_017,Welcome,20% скидка,False,False,False,,control,21.07
M0003460,U00585,2024-12-16T00:00:00,Push,RET_021,Retention,Без оффера,False,False,False,,treatment_b,12.06
M0003461,U00585,2025-10-14T00:00:00,Email,SUB_008,Subscription,15% скидка,False,False,False,,treatment_a,27.35
M0003462,U00585,2025-07-01T00:00:00,In-App,WEL_033,Welcome,15% скидка,False,False,False,,treatment_a,22.48
M0003463,U00585,2025-05-02T00:00:00,In-App,REA_033,Reactivation,10% скидка,False,False,False,,treatment_a,31.06
M0003464,U00585,2026-01-04T00:00:00,In-App,DIS_022,Discount,Без оффера,False,False,False,,treatment_a,9.55
M0003465,U00586,2025-07-05T00:00:00,Push,WEL_014,Welcome,5% скидка,True,True,False,,treatment_a,2.26
M0003466,U00586,2025-12-04T00:00:00,Email,DIS_032,Discount,15% скидка,False,False,False,,control,9.55
M0003467,U00586,2025-10-30T00:00:00,Retargeting,SUB_005,Subscription,10% скидка,False,False,False,,treatment_a,17.57
M0003468,U00586,2026-01-09T00:00:00,Retargeting,SER_029,Service,Без оффера,False,False,False,,treatment_a,4.28
M0003469,U00586,2026-02-08T00:00:00,Retargeting,WEL_031,Welcome,15% скидка,False,False,False,,treatment_a,13.27
M0003470,U00586,2025-10-25T00:00:00,Email,DIS_014,Discount,5% скидка,False,False,False,,treatment_a,29.61
M0003471,U00586,2025-08-11T00:00:00,In-App,WEL_035,Welcome,5% скидка,True,True,False,,treatment_a,9.69
M0003472,U00586,2026-01-26T00:00:00,Email,RET_039,Retention,5% скидка,False,False,False,,treatment_b,28.44
M0003473,U00586,2025-06-14T00:00:00,Push,DIS_020,Discount,Пробный Ride Pass,False,False,False,,treatment_a,30.36
M0003474,U00587,2024-07-04T00:00:00,Push,SUB_017,Subscription,5% скидка,False,False,False,,treatment_a,5.21
M0003475,U00587,2025-02-09T00:00:00,In-App,RET_003,Retention,5% скидка,False,False,False,,treatment_b,18.92
M0003476,U00587,2025-10-20T00:00:00,Push,SUB_030,Subscription,5% скидка,True,True,False,,treatment_a,20.08
M0003477,U00587,2026-02-11T00:00:00,SMS,REA_035,Reactivation,Без оффера,True,False,False,,treatment_a,2.8
M0003478,U00587,2025-06-23T00:00:00,Push,DIS_039,Discount,Без оффера,False,False,False,,treatment_b,18.03
M0003479,U00587,2026-03-08T00:00:00,SMS,REA_029,Reactivation,Пробный Ride Pass,False,False,False,,treatment_a,9.69
M0003480,U00587,2025-02-12T00:00:00,Push,RET_029,Retention,10% скидка,True,False,False,,treatment_b,29.23
M0003481,U00587,2025-01-09T00:00:00,Push,DIS_013,Discount,Без оффера,True,True,False,,treatment_a,31.75
M0003482,U00587,2025-02-28T00:00:00,Email,REA_011,Reactivation,5% скидка,True,False,False,,treatment_a,31.73
M0003483,U00587,2024-10-09T00:00:00,Email,DIS_008,Discount,5% скидка,False,False,False,,treatment_a,20.5
M0003484,U00588,2024-10-19T00:00:00,Push,DIS_017,Discount,Без оффера,True,False,False,,treatment_a,3.56
M0003485,U00588,2025-07-27T00:00:00,SMS,SER_021,Service,5% скидка,False,False,False,,control,17.53
M0003486,U00588,2025-07-08T00:00:00,Push,REA_024,Reactivation,15% скидка,False,False,False,,treatment_b,26.49
M0003487,U00589,2025-08-15T00:00:00,Email,WEL_010,Welcome,10% скидка,False,False,False,,treatment_a,29.68
M0003488,U00589,2024-12-14T00:00:00,Push,RET_036,Retention,5% скидка,False,False,False,,treatment_b,10.48
M0003489,U00589,2026-02-01T00:00:00,Email,DIS_010,Discount,10% скидка,False,False,False,,treatment_a,5.39
M0003490,U00589,2026-01-30T00:00:00,Push,DIS_023,Discount,5% скидка,True,True,False,,treatment_b,14.38
M0003491,U00589,2024-08-25T00:00:00,Push,SUB_024,Subscription,5% скидка,False,False,False,,treatment_b,20.6
M0003492,U00589,2025-04-16T00:00:00,Push,SUB_030,Subscription,Без оффера,False,False,False,,treatment_a,18.91
M0003493,U00590,2026-03-06T00:00:00,Push,REA_034,Reactivation,10% скидка,False,False,True,T0006478,control,22.68
M0003494,U00590,2025-10-01T00:00:00,Push,RET_004,Retention,5% скидка,False,False,False,,treatment_b,4.61
M0003495,U00591,2026-02-13T00:00:00,Push,RET_001,Retention,5% скидка,False,False,False,,treatment_a,13.07
M0003496,U00592,2025-01-26T00:00:00,In-App,SER_033,Service,Без оффера,True,False,False,,treatment_a,1.73
M0003497,U00592,2025-11-25T00:00:00,SMS,SUB_017,Subscription,5% скидка,True,True,True,T0006503,control,4.24
M0003498,U00592,2024-10-25T00:00:00,In-App,SUB_025,Subscription,10% скидка,False,False,False,,treatment_a,14.13
M0003499,U00592,2025-03-12T00:00:00,Push,REA_017,Reactivation,10% скидка,False,False,False,,treatment_a,11.18
M0003500,U00593,2025-02-21T00:00:00,Email,DIS_010,Discount,5% скидка,False,False,False,,treatment_a,4.0
M0003501,U00593,2024-11-08T00:00:00,Retargeting,SUB_020,Subscription,10% скидка,False,False,False,,treatment_a,13.1
M0003502,U00593,2025-02-08T00:00:00,Push,REA_017,Reactivation,15% скидка,False,False,False,,control,31.96
M0003503,U00594,2024-06-12T00:00:00,Push,RET_007,Retention,10% скидка,False,False,False,,treatment_a,20.78
M0003504,U00594,2025-02-02T00:00:00,Push,WEL_037,Welcome,20% скидка,False,False,False,,treatment_a,30.71
M0003505,U00594,2025-11-16T00:00:00,In-App,DIS_037,Discount,10% скидка,False,False,False,,control,22.71
M0003506,U00594,2025-12-29T00:00:00,Email,REA_038,Reactivation,Без оффера,False,False,False,,treatment_b,16.81
M0003507,U00594,2026-01-23T00:00:00,In-App,RET_002,Retention,5% скидка,True,False,False,,treatment_b,2.61
M0003508,U00594,2024-12-07T00:00:00,Retargeting,DIS_029,Discount,10% скидка,False,False,False,,control,30.59
M0003509,U00594,2024-06-06T00:00:00,Retargeting,DIS_026,Discount,Без оффера,True,False,False,,control,29.05
M0003510,U00594,2025-09-08T00:00:00,Push,RET_018,Retention,5% скидка,True,False,False,,treatment_a,1.69
M0003511,U00594,2025-01-14T00:00:00,Email,SUB_024,Subscription,10% скидка,False,False,False,,control,10.92
M0003512,U00595,2024-07-19T00:00:00,Push,RET_013,Retention,Без оффера,False,False,False,,treatment_a,21.27
M0003513,U00595,2025-03-03T00:00:00,Email,SER_025,Service,10% скидка,False,False,False,,control,24.02
M0003514,U00595,2025-07-31T00:00:00,Push,RET_039,Retention,Без оффера,False,False,False,,treatment_a,26.46
M0003515,U00595,2025-07-04T00:00:00,In-App,DIS_037,Discount,Без оффера,True,False,False,,treatment_a,29.62
M0003516,U00595,2024-10-21T00:00:00,In-App,RET_027,Retention,15% скидка,False,False,False,,treatment_a,23.33
M0003517,U00595,2024-07-15T00:00:00,Push,DIS_006,Discount,Без оффера,False,False,False,,treatment_a,8.9
M0003518,U00595,2025-11-18T00:00:00,In-App,DIS_037,Discount,20% скидка,False,False,False,,treatment_a,10.34
M0003519,U00595,2025-04-02T00:00:00,Push,DIS_026,Discount,10% скидка,True,False,False,,control,10.93
M0003520,U00595,2024-08-02T00:00:00,Push,REA_032,Reactivation,10% скидка,False,False,False,,treatment_a,17.31
M0003521,U00596,2025-10-01T00:00:00,Push,RET_016,Retention,5% скидка,True,False,False,,control,6.88
M0003522,U00597,2025-08-22T00:00:00,In-App,REA_031,Reactivation,Без оффера,False,False,False,,treatment_a,13.47
M0003523,U00597,2024-06-14T00:00:00,In-App,REA_014,Reactivation,Без оффера,False,False,False,,control,20.69
M0003524,U00597,2025-10-25T00:00:00,In-App,DIS_032,Discount,Без оффера,False,False,False,,treatment_a,12.18
M0003525,U00597,2024-12-25T00:00:00,Email,RET_014,Retention,Без оффера,False,False,False,,treatment_a,25.43
M0003526,U00597,2024-09-10T00:00:00,SMS,SUB_009,Subscription,10% скидка,True,True,False,,treatment_a,2.77
M0003527,U00597,2025-01-03T00:00:00,Retargeting,SER_020,Service,Без оффера,False,False,False,,treatment_a,12.2
M0003528,U00597,2025-07-09T00:00:00,Retargeting,DIS_017,Discount,Без оффера,True,False,False,,treatment_a,4.69
M0003529,U00597,2025-02-02T00:00:00,In-App,REA_037,Reactivation,15% скидка,True,True,False,,treatment_b,18.02
M0003530,U00598,2026-01-15T00:00:00,Retargeting,RET_003,Retention,20% скидка,False,False,False,,treatment_a,16.87
M0003531,U00598,2025-10-15T00:00:00,Push,DIS_001,Discount,15% скидка,True,False,False,,treatment_a,3.14
M0003532,U00598,2025-12-10T00:00:00,Push,DIS_031,Discount,15% скидка,False,False,False,,treatment_a,10.92
M0003533,U00598,2025-12-13T00:00:00,Email,WEL_031,Welcome,10% скидка,False,False,False,,treatment_a,2.53
M0003534,U00599,2026-03-18T00:00:00,In-App,REA_023,Reactivation,10% скидка,False,False,False,,treatment_a,14.28
M0003535,U00599,2025-11-24T00:00:00,SMS,RET_032,Retention,Без оффера,False,False,False,,control,1.98
M0003536,U00599,2025-06-23T00:00:00,SMS,WEL_012,Welcome,5% скидка,True,False,False,,treatment_a,28.41
M0003537,U00599,2025-10-08T00:00:00,Push,SER_025,Service,Без оффера,False,False,False,,treatment_a,12.35
M0003538,U00599,2025-12-06T00:00:00,SMS,SUB_029,Subscription,10% скидка,True,False,False,,control,29.93
M0003539,U00599,2025-08-08T00:00:00,In-App,DIS_038,Discount,5% скидка,False,False,False,,treatment_a,7.08
