user_id,registration_date,first_app_open_date,home_city,registration_platform,acquisition_channel,acquisition_campaign,acquisition_cost,activation_type,first_trip_date,preferred_tariff,subscription_plan,payment_method_preference,promo_dependency_score,multi_city_flag,support_contact_count_demo,fraud_risk_flag_demo,lifecycle_status_demo
U00324,2024-10-14,2024-10-16,Санкт-Петербург,Android,Реферальная программа,РЕФ_12,153.09,Реферальная первая поездка,2024-10-18,Бизнес,Нет,Наличные,0.141,False,0,False,Active
U00325,2024-05-25,2024-05-27,Казань,Android,Социальная реклама,СОЦ_06,240.24,Промо-первая поездка,2024-06-02,Эконом,Нет,Карта,0.508,False,2,False,Active
U00326,2024-02-23,2024-02-24,Новосибирск,iOS,Брендовый трафик,БРЕ_17,40.63,Органическая первая поездка,2024-03-04,Комфорт,Нет,Карта,0.314,False,3,False,Dormant
U00327,2026-01-13,2026-01-15,Москва,iOS,Партнерский канал,ПАР_10,122.62,Отложенная активация,2026-02-21,Эконом,Нет,Карта,1.0,False,3,False,Active
U00328,2025-11-02,2025-11-03,Санкт-Петербург,iOS,Брендовый трафик,БРЕ_16,72.75,Промо-первая поездка,2025-11-02,Комфорт,Ride Pass,Карта,0.677,True,3,False,Active
U00329,2025-02-03,2025-02-06,Москва,Android,Социальная реклама,СОЦ_01,444.69,Органическая первая поездка,2025-02-13,Эконом,Нет,Карта,0.551,False,0,False,At Risk
U00330,2024-04-29,2024-05-02,Екатеринбург,iOS,CRM реактивация,CRM_04,47.92,Не активирован,,Эконом,Нет,Карта,0.578,False,2,False,Never Activated
U00331,2026-01-26,2026-01-27,Санкт-Петербург,iOS,Социальная реклама,СОЦ_12,351.58,Не активирован,,Комфорт,Нет,Карта,0.103,True,1,False,Never Activated
U00332,2025-01-30,2025-01-31,Казань,iOS,CRM реактивация,CRM_01,130.17,Не активирован,,Бизнес,Нет,Карта,0.252,False,0,False,Never Activated
U00333,2025-02-09,2025-02-10,Москва,iOS,Брендовый трафик,БРЕ_13,27.8,Промо-первая поездка,2025-02-27,Эконом,Нет,Карта,0.499,False,3,False,At Risk
U00334,2024-12-09,2024-12-09,Москва,Android,Органика,ОРГ_09,29.41,Органическая первая поездка,2024-12-28,Комфорт,Ride Pass,Карта,0.233,False,0,False,Reactivated
U00335,2025-09-25,2025-09-25,Москва,iOS,Органика,ОРГ_13,29.94,Органическая первая поездка,2025-10-12,Эконом,Нет,Наличные,0.13,False,2,False,New
U00336,2025-10-23,2025-10-26,Москва,Android,Партнерский канал,ПАР_12,138.07,Не активирован,,Эконом,Ride Pass,Карта,0.527,False,4,False,Never Activated
U00337,2026-03-26,2026-03-29,Казань,Android,Брендовый трафик,БРЕ_07,41.47,Не активирован,,Эконом,Нет,Карта,0.296,False,1,False,Never Activated
U00338,2025-03-13,2025-03-13,Москва,Android,Поиск платный,ПОИ_12,402.06,Не активирован,,Бизнес,Нет,Наличные,0.43,False,1,False,Never Activated
U00339,2024-08-12,2024-08-14,Екатеринбург,iOS,Органика,ОРГ_03,16.8,Промо-первая поездка,2024-08-19,Эконом,Нет,Карта,0.499,False,0,False,New
U00340,2024-08-06,2024-08-09,Новосибирск,Android,Органика,ОРГ_13,0.84,Не активирован,,Эконом,Нет,Карта,0.757,False,3,False,Never Activated
U00341,2025-07-26,2025-07-28,Казань,Android,Органика,ОРГ_14,12.69,Органическая первая поездка,2025-08-13,Эконом,Ride Pass,Карта,0.0,False,0,False,Active
U00342,2024-07-29,2024-07-30,Санкт-Петербург,Android,CRM реактивация,CRM_12,45.46,Реактивация после регистрации,2024-08-26,Эконом,Нет,Кошелек,0.85,False,4,False,Active
U00343,2026-01-20,2026-01-20,Екатеринбург,Android,Поиск платный,ПОИ_12,480.51,Не активирован,,Комфорт,Нет,Карта,0.467,False,0,False,Never Activated
U00344,2024-01-08,2024-01-09,Москва,iOS,CRM реактивация,CRM_17,101.8,Реактивация после регистрации,2024-01-31,Эконом,Нет,Наличные,0.12,False,4,False,Dormant
U00345,2025-02-23,2025-02-24,Новосибирск,Web,Реферальная программа,РЕФ_09,299.31,Реферальная первая поездка,2025-03-03,Эконом,Нет,Кошелек,0.255,False,3,False,Dormant
U00346,2025-03-23,2025-03-24,Москва,iOS,Партнерский канал,ПАР_02,240.78,Органическая первая поездка,2025-04-03,Эконом,Нет,Кошелек,0.063,False,0,False,Active
U00347,2025-05-11,2025-05-13,Москва,iOS,Партнерский канал,ПАР_08,219.5,Не активирован,,Эконом,Нет,Карта,0.507,False,2,False,Never Activated
U00348,2026-01-08,2026-01-10,Москва,Android,CRM реактивация,CRM_17,92.86,Реактивация после регистрации,2026-01-27,Комфорт,Нет,Карта,0.29,False,2,False,Reactivated
U00349,2025-11-25,2025-11-25,Санкт-Петербург,Android,Брендовый трафик,БРЕ_02,44.5,Органическая первая поездка,2025-12-09,Эконом,Нет,Карта,0.602,False,0,False,At Risk
U00350,2024-05-27,2024-05-29,Казань,Android,Поиск платный,ПОИ_15,363.57,Органическая первая поездка,2024-06-12,Комфорт,Нет,Карта,0.375,False,1,False,New
U00351,2024-05-04,2024-05-04,Москва,iOS,Социальная реклама,СОЦ_14,317.38,Промо-первая поездка,2024-05-11,Комфорт,Нет,Наличные,0.414,False,0,False,Dormant
U00352,2026-01-06,2026-01-06,Новосибирск,iOS,Социальная реклама,СОЦ_07,247.18,Не активирован,,Эконом,Нет,Карта,0.636,True,1,False,Never Activated
U00353,2024-03-16,2024-03-17,Казань,iOS,CRM реактивация,CRM_12,136.51,Не активирован,,Эконом,Ride Pass,Карта,0.598,False,1,False,Never Activated
U00354,2025-08-04,2025-08-06,Москва,Android,Органика,ОРГ_12,13.28,Промо-первая поездка,2025-09-01,Комфорт,Нет,Кошелек,0.676,False,3,False,Active
U00355,2024-07-23,2024-07-24,Санкт-Петербург,Android,Поиск платный,ПОИ_14,266.04,Промо-первая поездка,2024-07-26,Бизнес,Нет,Карта,0.18,False,1,False,At Risk
U00356,2024-07-31,2024-08-02,Москва,Android,Партнерский канал,ПАР_15,209.54,Органическая первая поездка,2024-08-24,Эконом,Нет,Карта,0.913,False,0,False,Active
U00357,2025-08-27,2025-08-28,Москва,Android,Органика,ОРГ_10,6.45,Органическая первая поездка,2025-09-10,Комфорт,Нет,Карта,0.477,True,0,False,Reactivated
U00358,2024-09-25,2024-09-25,Москва,iOS,Органика,ОРГ_02,18.74,Не активирован,,Эконом,Нет,Карта,0.212,False,3,False,Never Activated
U00359,2025-05-23,2025-05-25,Новосибирск,iOS,Реферальная программа,РЕФ_16,294.67,Реферальная первая поездка,2025-06-10,Эконом,Ride Pass,Карта,0.39,False,4,False,At Risk
U00360,2025-04-14,2025-04-14,Москва,Android,Органика,ОРГ_04,19.51,Органическая первая поездка,2025-04-20,Эконом,Нет,Карта,0.0,False,3,False,Active
U00361,2026-01-31,2026-02-01,Новосибирск,Android,Поиск платный,ПОИ_05,302.4,Органическая первая поездка,2026-02-07,Эконом,Ride Pass,Карта,0.165,True,1,False,Active
U00362,2024-02-04,2024-02-06,Санкт-Петербург,iOS,Органика,ОРГ_14,33.54,Органическая первая поездка,2024-02-29,Комфорт,Ride Pass,Наличные,0.563,False,1,False,Dormant
U00363,2024-03-17,2024-03-17,Москва,iOS,Органика,ОРГ_14,19.58,Не активирован,,Эконом,Нет,Кошелек,0.0,False,2,False,Never Activated
U00364,2025-08-10,2025-08-12,Москва,iOS,Поиск платный,ПОИ_07,269.63,Органическая первая поездка,2025-09-05,Комфорт,Нет,Карта,0.483,False,2,False,Active
U00365,2024-01-01,2024-01-02,Санкт-Петербург,iOS,Социальная реклама,СОЦ_12,224.89,Органическая первая поездка,2024-01-12,Комфорт,Нет,Карта,0.181,False,1,False,Reactivated
U00366,2024-09-05,2024-09-08,Казань,iOS,Брендовый трафик,БРЕ_04,27.65,Промо-первая поездка,2024-09-12,Эконом,Нет,Кошелек,0.335,False,3,False,Active
U00367,2024-06-20,2024-06-20,Санкт-Петербург,iOS,Органика,ОРГ_15,16.19,Органическая первая поездка,2024-06-27,Комфорт,Ride Pass,Карта,0.096,False,0,False,Active
U00368,2025-08-15,2025-08-15,Москва,Android,Органика,ОРГ_07,9.11,Органическая первая поездка,2025-08-26,Эконом,Нет,Карта,0.296,False,2,False,Active
U00369,2024-12-08,2024-12-09,Санкт-Петербург,Android,Реферальная программа,РЕФ_05,273.96,Реферальная первая поездка,2025-01-04,Комфорт,Ride Pass,Наличные,0.415,False,0,False,At Risk
U00370,2025-11-05,2025-11-06,Санкт-Петербург,Android,Социальная реклама,СОЦ_04,266.88,Органическая первая поездка,2025-11-21,Комфорт,Нет,Кошелек,0.39,False,3,False,Active
U00371,2025-07-17,2025-07-20,Москва,Android,Социальная реклама,СОЦ_07,317.97,Органическая первая поездка,2025-07-20,Эконом,Нет,Карта,0.116,False,4,False,Dormant
U00372,2026-01-07,2026-01-08,Москва,Android,Реферальная программа,РЕФ_17,199.55,Реферальная первая поездка,2026-02-01,Эконом,Нет,Кошелек,0.779,True,3,False,At Risk
U00373,2025-11-26,2025-11-28,Екатеринбург,iOS,Социальная реклама,СОЦ_04,210.48,Не активирован,,Комфорт,Нет,Кошелек,0.102,False,0,False,Never Activated
U00374,2024-03-30,2024-04-01,Казань,iOS,Социальная реклама,СОЦ_07,207.95,Органическая первая поездка,2024-04-05,Эконом,Ride Pass,Кошелек,0.326,False,3,False,Active
U00375,2025-09-11,2025-09-13,Москва,Android,Поиск платный,ПОИ_13,428.61,Органическая первая поездка,2025-10-10,Бизнес,Нет,Кошелек,0.192,False,0,False,Reactivated
U00376,2025-04-29,2025-05-02,Москва,iOS,Социальная реклама,СОЦ_12,302.33,Органическая первая поездка,2025-05-10,Эконом,Ride Pass,Карта,0.142,False,3,False,Active
U00377,2025-09-05,2025-09-08,Казань,iOS,Партнерский канал,ПАР_08,237.96,Органическая первая поездка,2025-09-27,Бизнес,Ride Pass,Карта,0.07,False,0,False,Dormant
U00378,2025-04-08,2025-04-09,Москва,Android,Социальная реклама,СОЦ_12,284.08,Органическая первая поездка,2025-04-11,Эконом,Нет,Карта,0.522,True,3,False,Active
U00379,2026-01-07,2026-01-10,Москва,Android,Брендовый трафик,БРЕ_17,29.64,Промо-первая поездка,2026-01-18,Комфорт,Нет,Карта,0.442,False,4,False,Active
U00380,2024-11-26,2024-11-28,Казань,Android,Реферальная программа,РЕФ_08,197.17,Реферальная первая поездка,2024-12-09,Эконом,Нет,Карта,0.549,True,0,False,Active
U00381,2025-03-16,2025-03-19,Новосибирск,Android,Партнерский канал,ПАР_12,239.63,Промо-первая поездка,2025-03-26,Эконом,Нет,Карта,0.694,False,0,False,Dormant
U00382,2024-09-29,2024-09-30,Екатеринбург,Android,Поиск платный,ПОИ_11,507.79,Органическая первая поездка,2024-10-09,Бизнес,Нет,Карта,0.514,False,3,False,Reactivated
U00383,2024-09-08,2024-09-09,Екатеринбург,iOS,Социальная реклама,СОЦ_17,207.41,Не активирован,,Эконом,Нет,Карта,0.456,False,0,False,Never Activated
U00384,2026-01-20,2026-01-21,Екатеринбург,Android,Реферальная программа,РЕФ_04,203.3,Реферальная первая поездка,2026-02-14,Эконом,Нет,Карта,0.348,False,2,False,Dormant
U00385,2025-11-05,2025-11-05,Екатеринбург,Web,Партнерский канал,ПАР_16,179.55,Органическая первая поездка,2025-11-16,Эконом,Ride Pass,Карта,0.676,False,1,False,Active
U00386,2024-08-15,2024-08-16,Новосибирск,Android,Поиск платный,ПОИ_11,371.16,Промо-первая поездка,2024-09-01,Эконом,Нет,Карта,0.755,False,4,False,Dormant
U00387,2025-09-03,2025-09-06,Москва,iOS,Реферальная программа,РЕФ_17,156.53,Реферальная первая поездка,2025-09-14,Бизнес,Нет,Карта,0.001,False,1,False,Active
U00388,2025-05-11,2025-05-12,Казань,Android,Брендовый трафик,БРЕ_07,72.47,Не активирован,,Эконом,Нет,Наличные,0.621,False,0,False,Never Activated
U00389,2025-10-09,2025-10-11,Екатеринбург,iOS,CRM реактивация,CRM_01,40.19,Реактивация после регистрации,2025-11-10,Бизнес,Нет,Карта,0.491,True,2,False,Active
U00390,2024-10-18,2024-10-19,Екатеринбург,Android,Органика,ОРГ_15,18.77,Промо-первая поездка,2024-10-31,Эконом,Нет,Карта,0.625,False,0,False,At Risk
U00391,2025-09-12,2025-09-14,Москва,Android,Партнерский канал,ПАР_12,159.89,Органическая первая поездка,2025-09-29,Бизнес,Нет,Карта,0.696,False,1,False,New
U00392,2024-05-27,2024-05-27,Новосибирск,iOS,Поиск платный,ПОИ_15,336.49,Промо-первая поездка,2024-05-30,Эконом,Нет,Карта,0.363,False,2,False,Active
U00393,2026-01-24,2026-01-27,Москва,Android,CRM реактивация,CRM_14,112.9,Не активирован,,Эконом,Нет,Карта,0.422,False,3,False,Never Activated
U00394,2024-11-07,2024-11-09,Екатеринбург,iOS,Партнерский канал,ПАР_04,96.01,Промо-первая поездка,2024-11-21,Эконом,Ride Pass,Карта,0.505,False,2,False,New
U00395,2024-10-05,2024-10-06,Москва,iOS,Социальная реклама,СОЦ_12,161.22,Органическая первая поездка,2024-10-11,Эконом,Нет,Наличные,0.421,False,2,False,At Risk
U00396,2025-07-05,2025-07-06,Москва,iOS,Органика,ОРГ_14,26.71,Органическая первая поездка,2025-07-19,Эконом,Нет,Карта,0.617,False,4,False,Active
U00397,2025-02-28,2025-03-02,Екатеринбург,Android,Социальная реклама,СОЦ_17,344.62,Органическая первая поездка,2025-03-07,Эконом,Нет,Карта,0.469,False,0,False,Active
U00398,2025-02-06,2025-02-09,Москва,Android,Реферальная программа,РЕФ_03,265.33,Реферальная первая поездка,2025-02-10,Комфорт,Ride Pass,Карта,0.703,False,1,False,Dormant
U00399,2024-11-03,2024-11-05,Санкт-Петербург,iOS,Социальная реклама,СОЦ_07,330.45,Не активирован,,Эконом,Нет,Карта,0.687,False,4,False,Never Activated
U00400,2025-04-27,2025-04-30,Екатеринбург,Android,Поиск платный,ПОИ_15,430.85,Органическая первая поездка,2025-05-17,Комфорт,Ride Pass,Карта,0.148,True,1,False,New
U00401,2024-08-17,2024-08-19,Казань,iOS,Органика,ОРГ_01,27.26,Органическая первая поездка,2024-08-27,Эконом,Нет,Карта,0.397,False,4,False,Active
U00402,2025-04-02,2025-04-02,Екатеринбург,Android,Поиск платный,ПОИ_03,400.44,Органическая первая поездка,2025-04-10,Эконом,Нет,Карта,0.122,False,3,False,Active
U00403,2024-04-07,2024-04-07,Москва,iOS,Социальная реклама,СОЦ_12,235.87,Промо-первая поездка,2024-04-24,Эконом,Нет,Карта,0.497,False,1,False,Reactivated
U00404,2026-01-14,2026-01-15,Санкт-Петербург,iOS,Брендовый трафик,БРЕ_05,45.88,Промо-первая поездка,2026-02-08,Эконом,Нет,Карта,0.465,False,3,False,Active
U00405,2025-07-29,2025-07-30,Москва,iOS,Реферальная программа,РЕФ_07,147.67,Реферальная первая поездка,2025-08-07,Бизнес,Ride Pass,Кошелек,0.763,False,2,False,New
U00406,2024-01-05,2024-01-07,Новосибирск,Android,Поиск платный,ПОИ_15,262.88,Органическая первая поездка,2024-01-17,Эконом,Нет,Карта,0.746,False,1,False,Active
U00407,2024-04-16,2024-04-17,Москва,Android,Органика,ОРГ_01,19.93,Промо-первая поездка,2024-04-28,Комфорт,Нет,Карта,0.18,False,2,False,Active
U00408,2024-08-27,2024-08-28,Казань,Android,CRM реактивация,CRM_02,84.87,Не активирован,,Эконом,Нет,Карта,0.496,False,1,False,Never Activated
U00409,2024-06-30,2024-07-02,Казань,Android,Поиск платный,ПОИ_10,358.16,Органическая первая поездка,2024-07-15,Эконом,Ride Pass,Кошелек,0.159,False,4,False,Active
U00410,2024-08-28,2024-08-28,Москва,iOS,Органика,ОРГ_08,9.27,Органическая первая поездка,2024-09-24,Эконом,Нет,Карта,0.51,False,4,False,Reactivated
U00411,2025-02-05,2025-02-06,Москва,Android,Брендовый трафик,БРЕ_15,32.97,Промо-первая поездка,2025-02-26,Эконом,Нет,Карта,0.936,False,0,False,Active
U00412,2024-01-12,2024-01-12,Екатеринбург,Android,Поиск платный,ПОИ_17,255.66,Не активирован,,Эконом,Нет,Карта,0.287,False,2,False,Never Activated
U00413,2025-04-13,2025-04-15,Москва,Android,Партнерский канал,ПАР_03,116.4,Органическая первая поездка,2025-04-20,Комфорт,Нет,Кошелек,0.126,False,4,False,Dormant
U00414,2024-10-16,2024-10-18,Казань,iOS,Поиск платный,ПОИ_01,348.64,Не активирован,,Комфорт,Нет,Карта,0.094,True,3,False,Never Activated
U00415,2025-01-12,2025-01-12,Москва,iOS,Социальная реклама,СОЦ_16,303.08,Органическая первая поездка,2025-02-08,Эконом,Нет,Карта,0.537,False,3,False,Active
U00416,2025-08-11,2025-08-12,Казань,iOS,Органика,ОРГ_03,17.07,Не активирован,,Эконом,Ride Pass,Кошелек,0.404,False,4,False,Never Activated
U00417,2024-11-09,2024-11-12,Санкт-Петербург,iOS,Реферальная программа,РЕФ_16,219.81,Реферальная первая поездка,2024-11-09,Эконом,Нет,Карта,0.422,False,2,False,Dormant
U00418,2024-01-09,2024-01-12,Москва,iOS,Поиск платный,ПОИ_16,235.14,Органическая первая поездка,2024-01-27,Эконом,Нет,Кошелек,0.436,False,0,False,Dormant
U00419,2025-09-17,2025-09-20,Москва,iOS,Органика,ОРГ_10,10.34,Отложенная активация,2025-10-22,Комфорт,Ride Pass,Кошелек,0.192,False,3,False,Active
U00420,2024-06-07,2024-06-07,Новосибирск,iOS,Социальная реклама,СОЦ_13,381.48,Не активирован,,Эконом,Ride Pass,Карта,0.251,False,3,False,Never Activated
U00421,2025-07-28,2025-07-30,Екатеринбург,iOS,Органика,ОРГ_04,34.72,Органическая первая поездка,2025-08-01,Эконом,Ride Pass,Кошелек,0.25,False,0,False,At Risk
U00422,2025-08-17,2025-08-20,Москва,Android,Реферальная программа,РЕФ_08,188.51,Реферальная первая поездка,2025-08-28,Эконом,Нет,Карта,0.245,False,4,False,Active
U00423,2024-04-14,2024-04-14,Москва,iOS,Партнерский канал,ПАР_11,98.02,Органическая первая поездка,2024-04-29,Комфорт,Нет,Карта,0.183,True,1,True,Active
U00424,2025-04-21,2025-04-24,Казань,Android,Органика,ОРГ_10,0.8,Не активирован,,Эконом,Ride Pass,Карта,0.505,True,3,False,Never Activated
U00425,2024-05-05,2024-05-06,Санкт-Петербург,Android,Реферальная программа,РЕФ_15,259.44,Реферальная первая поездка,2024-05-31,Эконом,Нет,Наличные,0.528,False,2,False,Active
U00426,2025-01-17,2025-01-20,Санкт-Петербург,Android,Социальная реклама,СОЦ_17,225.46,Не активирован,,Комфорт,Нет,Карта,0.242,False,3,False,Never Activated
U00427,2024-12-15,2024-12-17,Казань,Android,Социальная реклама,СОЦ_06,236.48,Органическая первая поездка,2024-12-19,Эконом,Нет,Карта,0.354,False,2,False,New
U00428,2026-02-15,2026-02-18,Санкт-Петербург,Android,Органика,ОРГ_07,20.5,Органическая первая поездка,2026-02-24,Комфорт,Нет,Карта,0.156,False,1,False,Active
U00429,2024-07-26,2024-07-26,Новосибирск,iOS,Поиск платный,ПОИ_16,240.85,Промо-первая поездка,2024-08-05,Комфорт,Нет,Карта,0.47,False,2,False,Active
U00430,2026-03-16,2026-03-16,Москва,iOS,Органика,ОРГ_08,11.25,Органическая первая поездка,2026-03-27,Бизнес,Нет,Наличные,0.347,False,4,False,Reactivated
U00431,2025-06-28,2025-06-28,Москва,iOS,Органика,ОРГ_08,22.28,Органическая первая поездка,2025-06-30,Бизнес,Нет,Карта,0.661,False,0,False,Active
U00432,2024-11-27,2024-11-28,Москва,Android,Поиск платный,ПОИ_06,353.05,Органическая первая поездка,2024-12-04,Эконом,Нет,Карта,0.603,False,1,False,Active
U00433,2024-05-15,2024-05-18,Санкт-Петербург,Android,CRM реактивация,CRM_11,50.31,Реактивация после регистрации,2024-06-10,Эконом,Нет,Карта,0.388,False,1,False,Active
U00434,2024-04-24,2024-04-26,Казань,Android,Реферальная программа,РЕФ_03,263.62,Реферальная первая поездка,2024-06-27,Эконом,Ride Pass,Карта,0.052,False,2,False,At Risk
U00435,2025-11-03,2025-11-05,Москва,Android,Брендовый трафик,БРЕ_13,74.8,Органическая первая поездка,2025-11-15,Комфорт,Нет,Наличные,0.26,False,2,False,Active
U00436,2025-02-17,2025-02-19,Москва,Web,CRM реактивация,CRM_13,56.79,Не активирован,,Комфорт,Нет,Карта,0.124,False,0,False,Never Activated
U00437,2025-07-25,2025-07-28,Новосибирск,Android,Поиск платный,ПОИ_13,188.28,Органическая первая поездка,2025-08-03,Комфорт,Ride Pass,Карта,0.245,False,1,False,Active
U00438,2024-06-12,2024-06-13,Екатеринбург,iOS,Брендовый трафик,БРЕ_15,22.89,Органическая первая поездка,2024-06-15,Комфорт,Ride Pass,Наличные,0.222,False,1,False,Reactivated
U00439,2026-02-27,2026-02-28,Москва,iOS,Социальная реклама,СОЦ_15,456.94,Не активирован,,Эконом,Нет,Карта,0.843,False,0,False,Never Activated
U00440,2024-12-31,2025-01-01,Москва,Android,Партнерский канал,ПАР_03,137.56,Не активирован,,Эконом,Нет,Карта,0.324,False,2,False,Never Activated
U00441,2025-05-14,2025-05-15,Екатеринбург,Android,Социальная реклама,СОЦ_11,386.35,Не активирован,,Эконом,Нет,Карта,0.84,False,1,False,Never Activated
U00442,2025-05-10,2025-05-13,Москва,Web,Поиск платный,ПОИ_11,391.55,Не активирован,,Эконом,Нет,Карта,0.527,False,4,False,Never Activated
U00443,2025-12-30,2025-12-30,Новосибирск,Android,Органика,ОРГ_13,15.34,Промо-первая поездка,2026-01-05,Эконом,Нет,Карта,0.472,True,4,False,At Risk
U00444,2024-11-01,2024-11-01,Санкт-Петербург,Android,Партнерский канал,ПАР_11,128.03,Органическая первая поездка,2024-11-12,Эконом,Нет,Карта,0.141,True,4,False,Active
U00445,2024-02-06,2024-02-06,Москва,iOS,Реферальная программа,РЕФ_08,293.7,Реферальная первая поездка,2024-03-01,Эконом,Нет,Карта,0.537,False,1,False,At Risk
U00446,2024-05-22,2024-05-23,Москва,Android,Органика,ОРГ_14,15.71,Органическая первая поездка,2024-06-15,Комфорт,Ride Pass,Карта,0.115,False,0,False,New
U00447,2025-11-25,2025-11-28,Москва,iOS,Реферальная программа,РЕФ_03,170.82,Реферальная первая поездка,2026-01-02,Эконом,Нет,Карта,0.459,False,0,False,At Risk
U00448,2024-05-04,2024-05-05,Новосибирск,iOS,Органика,ОРГ_07,5.82,Промо-первая поездка,2024-05-07,Эконом,Нет,Наличные,0.77,False,2,False,Active
U00449,2025-12-07,2025-12-07,Москва,Android,Партнерский канал,ПАР_04,207.8,Органическая первая поездка,2025-12-09,Эконом,Нет,Карта,0.292,False,2,False,At Risk
U00450,2024-09-17,2024-09-19,Казань,Android,Органика,ОРГ_01,19.75,Промо-первая поездка,2024-09-24,Эконом,Нет,Карта,0.586,True,3,False,Dormant
U00451,2025-07-09,2025-07-11,Екатеринбург,iOS,Органика,ОРГ_14,24.71,Промо-первая поездка,2025-07-19,Эконом,Нет,Наличные,0.411,False,1,False,Reactivated
U00452,2025-07-09,2025-07-09,Москва,Android,Партнерский канал,ПАР_10,195.46,Промо-первая поездка,2025-07-12,Эконом,Нет,Карта,0.224,True,3,False,At Risk
U00453,2024-04-12,2024-04-13,Новосибирск,Android,Органика,ОРГ_07,28.5,Органическая первая поездка,2024-04-15,Эконом,Ride Pass,Наличные,0.0,False,2,False,Active
U00454,2024-06-14,2024-06-16,Москва,iOS,Поиск платный,ПОИ_14,194.94,Промо-первая поездка,2024-07-07,Бизнес,Нет,Карта,0.18,False,0,False,Active
U00455,2024-04-15,2024-04-18,Екатеринбург,Android,Органика,ОРГ_01,3.87,Органическая первая поездка,2024-04-17,Эконом,Нет,Наличные,0.521,False,2,False,Active
U00456,2024-01-02,2024-01-04,Москва,Android,Партнерский канал,ПАР_16,101.96,Промо-первая поездка,2024-01-10,Эконом,Нет,Карта,0.617,False,1,False,Active
U00457,2025-10-14,2025-10-16,Санкт-Петербург,iOS,Партнерский канал,ПАР_03,208.48,Промо-первая поездка,2025-10-30,Комфорт,Нет,Карта,0.18,False,3,False,At Risk
U00458,2024-01-30,2024-01-31,Москва,Web,Органика,ОРГ_06,22.81,Отложенная активация,2024-03-11,Комфорт,Ride Pass,Наличные,0.369,False,1,False,Active
U00459,2025-01-02,2025-01-04,Москва,iOS,Органика,ОРГ_15,0.39,Органическая первая поездка,2025-01-26,Эконом,Нет,Карта,0.087,True,1,False,Active
U00460,2025-11-04,2025-11-05,Санкт-Петербург,Android,Органика,ОРГ_09,23.66,Промо-первая поездка,2025-11-25,Эконом,Нет,Карта,0.6,False,0,False,Active
U00461,2024-03-28,2024-03-30,Екатеринбург,Android,CRM реактивация,CRM_12,66.81,Не активирован,,Эконом,Нет,Карта,0.452,False,1,False,Never Activated
U00462,2024-02-10,2024-02-13,Санкт-Петербург,iOS,Органика,ОРГ_11,4.16,Органическая первая поездка,2024-02-27,Эконом,Нет,Кошелек,0.71,False,0,False,Active
U00463,2025-02-21,2025-02-22,Москва,iOS,Поиск платный,ПОИ_13,415.8,Органическая первая поездка,2025-03-21,Эконом,Нет,Карта,0.58,True,0,False,At Risk
U00464,2024-10-21,2024-10-21,Москва,iOS,Партнерский канал,ПАР_06,130.04,Не активирован,,Комфорт,Нет,Наличные,0.619,False,4,False,Never Activated
U00465,2024-01-31,2024-01-31,Новосибирск,Android,Брендовый трафик,БРЕ_05,44.65,Промо-первая поездка,2024-02-16,Эконом,Нет,Карта,1.0,False,1,False,Dormant
U00466,2025-11-26,2025-11-27,Москва,iOS,Поиск платный,ПОИ_16,467.02,Не активирован,,Комфорт,Нет,Карта,0.148,False,0,False,Never Activated
U00467,2024-09-06,2024-09-07,Москва,iOS,Брендовый трафик,БРЕ_11,79.24,Отложенная активация,2024-10-24,Эконом,Нет,Карта,0.503,False,3,False,Active
U00468,2025-04-12,2025-04-13,Екатеринбург,iOS,Партнерский канал,ПАР_04,90.51,Органическая первая поездка,2025-04-22,Эконом,Ride Pass,Карта,0.438,False,3,False,Active
U00469,2026-01-29,2026-01-30,Москва,Android,CRM реактивация,CRM_13,122.85,Реактивация после регистрации,2026-02-14,Комфорт,Ride Pass,Карта,0.428,False,2,False,Active
U00470,2026-01-01,2026-01-03,Санкт-Петербург,iOS,Брендовый трафик,БРЕ_10,46.1,Органическая первая поездка,2026-01-02,Комфорт,Нет,Карта,0.448,False,0,False,Active
U00471,2025-10-22,2025-10-22,Екатеринбург,iOS,Брендовый трафик,БРЕ_11,60.99,Органическая первая поездка,2025-11-05,Эконом,Нет,Карта,0.255,False,2,False,Reactivated
U00472,2024-04-15,2024-04-15,Казань,Android,Брендовый трафик,БРЕ_08,51.1,Органическая первая поездка,2024-04-30,Эконом,Нет,Карта,0.666,False,2,False,Active
U00473,2024-12-09,2024-12-10,Москва,Android,Реферальная программа,РЕФ_17,204.2,Не активирован,,Эконом,Нет,Карта,0.157,True,2,False,Never Activated
U00474,2026-01-19,2026-01-19,Москва,Android,Органика,ОРГ_17,13.02,Промо-первая поездка,2026-02-01,Комфорт,Ride Pass,Карта,0.588,False,0,False,Dormant
U00475,2025-10-08,2025-10-08,Екатеринбург,Android,Реферальная программа,РЕФ_05,130.35,Реферальная первая поездка,2025-10-18,Эконом,Нет,Карта,0.0,False,3,False,New
U00476,2024-08-20,2024-08-23,Новосибирск,Android,Социальная реклама,СОЦ_04,213.02,Органическая первая поездка,2024-09-04,Эконом,Нет,Карта,0.28,False,0,False,Active
U00477,2025-01-15,2025-01-15,Казань,Android,Органика,ОРГ_17,0.67,Промо-первая поездка,2025-02-11,Бизнес,Ride Pass,Наличные,0.729,False,1,False,At Risk
